id,quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,simd,simdqf,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf
230,2018Q3,,SB0801,,SB0801,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
231,2019Q1,,SB0801,,SB0801,d,Elective Inpatients,, ,:,0,0, ,z,0,18, ,z
232,2019Q3,,SB0801,,SB0801,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
233,2019Q4,,SB0801,,SB0801,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
234,2020Q3,,SB0801,,SB0801,d,Elective Inpatients,, ,:,0,5, ,z,0,0, ,z
235,2020Q4,,SB0801,,SB0801,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
236,2021Q2,p,SB0801,,SB0801,d,Elective Inpatients,, ,:,0,5, ,z,0,15, ,z
237,2016Q2,,S08000015,,S08000015,d,Elective Inpatients,,1,,530,1476,2.78490566037736,,556,2005,3.60611510791367,
238,2016Q3,,S08000015,,S08000015,d,Elective Inpatients,,1,,450,1379,3.06444444444444,,473,1911,4.04016913319239,
239,2016Q4,,S08000015,,S08000015,d,Elective Inpatients,,1,,483,1545,3.19875776397516,,522,1920,3.67816091954023,
240,2017Q1,,S08000015,,S08000015,d,Elective Inpatients,,1,,508,1394,2.74409448818898,,535,1614,3.01682242990654,
241,2017Q2,,S08000015,,S08000015,d,Elective Inpatients,,1,,472,1421,3.01059322033898,,503,1915,3.80715705765408,
242,2017Q3,,S08000015,,S08000015,d,Elective Inpatients,,1,,453,1293,2.85430463576159,,470,1783,3.7936170212766,
243,2017Q4,,S08000015,,S08000015,d,Elective Inpatients,,1,,477,1383,2.89937106918239,,511,1949,3.81409001956947,
244,2018Q1,,S08000015,,S08000015,d,Elective Inpatients,,1,,418,1100,2.63157894736842,,435,1320,3.03448275862069,
245,2018Q2,,S08000015,,S08000015,d,Elective Inpatients,,1,,462,1348,2.91774891774892,,484,1676,3.46280991735537,
246,2018Q3,,S08000015,,S08000015,d,Elective Inpatients,,1,,398,1016,2.55276381909548,,425,1425,3.35294117647059,
247,2018Q4,,S08000015,,S08000015,d,Elective Inpatients,,1,,430,1048,2.43720930232558,,459,1411,3.07407407407407,
248,2019Q1,,S08000015,,S08000015,d,Elective Inpatients,,1,,425,906,2.13176470588235,,446,1365,3.06053811659193,
249,2019Q2,,S08000015,,S08000015,d,Elective Inpatients,,1,,432,1007,2.33101851851852,,457,1368,2.99343544857768,
250,2019Q3,,S08000015,,S08000015,d,Elective Inpatients,,1,,379,1176,3.10290237467018,,411,1468,3.57177615571776,
251,2019Q4,,S08000015,,S08000015,d,Elective Inpatients,,1,,359,991,2.76044568245125,,383,1368,3.57180156657963,
252,2020Q1,,S08000015,,S08000015,d,Elective Inpatients,,1,,321,874,2.72274143302181,,349,1164,3.3352435530086,
253,2020Q2,,S08000015,,S08000015,d,Elective Inpatients,,1,,87,204,2.3448275862069,,94,469,4.98936170212766,
254,2020Q3,,S08000015,,S08000015,d,Elective Inpatients,,1,,212,752,3.54716981132075,,224,893,3.98660714285714,
255,2020Q4,,S08000015,,S08000015,d,Elective Inpatients,,1,,199,451,2.26633165829146,,209,748,3.57894736842105,
256,2021Q1,,S08000015,,S08000015,d,Elective Inpatients,,1,,96,328,3.41666666666667,,104,600,5.76923076923077,
257,2021Q2,p,S08000015,,S08000015,d,Elective Inpatients,,1,,211,575,2.72511848341232,,224,794,3.54464285714286,
258,2016Q2,,S08000015,,S08000015,d,Elective Inpatients,,2,,414,1421,3.43236714975845,,433,1531,3.53579676674365,
259,2016Q3,,S08000015,,S08000015,d,Elective Inpatients,,2,,401,1020,2.54364089775561,,421,1232,2.92636579572447,
260,2016Q4,,S08000015,,S08000015,d,Elective Inpatients,,2,,414,1123,2.71256038647343,,440,1558,3.54090909090909,
261,2017Q1,,S08000015,,S08000015,d,Elective Inpatients,,2,,374,929,2.48395721925134,,384,1105,2.87760416666667,
262,2017Q2,,S08000015,,S08000015,d,Elective Inpatients,,2,,400,1097,2.7425,,419,1258,3.00238663484487,
263,2017Q3,,S08000015,,S08000015,d,Elective Inpatients,,2,,380,1082,2.84736842105263,,390,1401,3.59230769230769,
264,2017Q4,,S08000015,,S08000015,d,Elective Inpatients,,2,,342,1116,3.26315789473684,,355,1465,4.12676056338028,
265,2018Q1,,S08000015,,S08000015,d,Elective Inpatients,,2,,303,931,3.07260726072607,,319,1087,3.40752351097179,
266,2018Q2,,S08000015,,S08000015,d,Elective Inpatients,,2,,349,1052,3.01432664756447,,370,1411,3.81351351351351,
267,2018Q3,,S08000015,,S08000015,d,Elective Inpatients,,2,,347,924,2.6628242074928,,372,1127,3.02956989247312,
268,2018Q4,,S08000015,,S08000015,d,Elective Inpatients,,2,,337,1302,3.86350148367953,,352,1772,5.03409090909091,
269,2019Q1,,S08000015,,S08000015,d,Elective Inpatients,,2,,402,927,2.30597014925373,,421,1258,2.98812351543943,
270,2019Q2,,S08000015,,S08000015,d,Elective Inpatients,,2,,354,873,2.46610169491525,,368,1188,3.22826086956522,
271,2019Q3,,S08000015,,S08000015,d,Elective Inpatients,,2,,339,879,2.5929203539823,,362,1086,3,
272,2019Q4,,S08000015,,S08000015,d,Elective Inpatients,,2,,326,920,2.82208588957055,,342,1169,3.41812865497076,
273,2020Q1,,S08000015,,S08000015,d,Elective Inpatients,,2,,267,692,2.59176029962547,,283,1195,4.2226148409894,
274,2020Q2,,S08000015,,S08000015,d,Elective Inpatients,,2,,70,267,3.81428571428571,,69,281,4.07246376811594,
275,2020Q3,,S08000015,,S08000015,d,Elective Inpatients,,2,,188,708,3.76595744680851,,200,949,4.745,
276,2020Q4,,S08000015,,S08000015,d,Elective Inpatients,,2,,173,551,3.1849710982659,,182,653,3.58791208791209,
277,2021Q1,,S08000015,,S08000015,d,Elective Inpatients,,2,,83,352,4.24096385542169,,86,486,5.65116279069767,
278,2021Q2,p,S08000015,,S08000015,d,Elective Inpatients,,2,,188,551,2.93085106382979,,202,746,3.69306930693069,
279,2016Q2,,S08000015,,S08000015,d,Elective Inpatients,,3,,300,760,2.53333333333333,,312,1004,3.21794871794872,
280,2016Q3,,S08000015,,S08000015,d,Elective Inpatients,,3,,279,821,2.9426523297491,,292,1105,3.78424657534247,
281,2016Q4,,S08000015,,S08000015,d,Elective Inpatients,,3,,297,862,2.9023569023569,,306,940,3.0718954248366,
282,2017Q1,,S08000015,,S08000015,d,Elective Inpatients,,3,,302,821,2.71854304635762,,316,1079,3.41455696202532,
559,2019Q4,,S08000015,,A111H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
283,2017Q2,,S08000015,,S08000015,d,Elective Inpatients,,3,,252,757,3.00396825396825,,264,905,3.4280303030303,
284,2017Q3,,S08000015,,S08000015,d,Elective Inpatients,,3,,270,650,2.40740740740741,,279,850,3.04659498207885,
285,2017Q4,,S08000015,,S08000015,d,Elective Inpatients,,3,,261,675,2.58620689655172,,278,906,3.2589928057554,
286,2018Q1,,S08000015,,S08000015,d,Elective Inpatients,,3,,242,805,3.32644628099174,,258,1105,4.28294573643411,
287,2018Q2,,S08000015,,S08000015,d,Elective Inpatients,,3,,238,527,2.21428571428571,,246,651,2.64634146341463,
288,2018Q3,,S08000015,,S08000015,d,Elective Inpatients,,3,,247,648,2.62348178137652,,260,865,3.32692307692308,
289,2018Q4,,S08000015,,S08000015,d,Elective Inpatients,,3,,302,729,2.41390728476821,,319,956,2.99686520376176,
290,2019Q1,,S08000015,,S08000015,d,Elective Inpatients,,3,,290,545,1.87931034482759,,294,706,2.40136054421769,
291,2019Q2,,S08000015,,S08000015,d,Elective Inpatients,,3,,297,749,2.52188552188552,,309,1067,3.45307443365696,
292,2019Q3,,S08000015,,S08000015,d,Elective Inpatients,,3,,259,766,2.95752895752896,,269,863,3.20817843866171,
293,2019Q4,,S08000015,,S08000015,d,Elective Inpatients,,3,,241,664,2.7551867219917,,253,901,3.56126482213439,
294,2020Q1,,S08000015,,S08000015,d,Elective Inpatients,,3,,247,740,2.99595141700405,,254,1032,4.06299212598425,
295,2020Q2,,S08000015,,S08000015,d,Elective Inpatients,,3,,68,157,2.30882352941176,,69,185,2.68115942028985,
296,2020Q3,,S08000015,,S08000015,d,Elective Inpatients,,3,,145,522,3.6,,147,533,3.62585034013605,
297,2020Q4,,S08000015,,S08000015,d,Elective Inpatients,,3,,117,238,2.03418803418803,,126,552,4.38095238095238,
298,2021Q1,,S08000015,,S08000015,d,Elective Inpatients,,3,,58,131,2.25862068965517,,59,179,3.03389830508475,
299,2021Q2,p,S08000015,,S08000015,d,Elective Inpatients,,3,,156,379,2.42948717948718,,170,523,3.07647058823529,
300,2016Q2,,S08000015,,S08000015,d,Elective Inpatients,,4,,213,465,2.1830985915493,,223,642,2.87892376681614,
301,2016Q3,,S08000015,,S08000015,d,Elective Inpatients,,4,,197,405,2.05583756345178,,203,517,2.54679802955665,
302,2016Q4,,S08000015,,S08000015,d,Elective Inpatients,,4,,226,592,2.61946902654867,,237,729,3.07594936708861,
303,2017Q1,,S08000015,,S08000015,d,Elective Inpatients,,4,,226,701,3.10176991150442,,233,821,3.52360515021459,
304,2017Q2,,S08000015,,S08000015,d,Elective Inpatients,,4,,220,613,2.78636363636364,,227,867,3.81938325991189,
305,2017Q3,,S08000015,,S08000015,d,Elective Inpatients,,4,,256,708,2.765625,,261,996,3.81609195402299,
306,2017Q4,,S08000015,,S08000015,d,Elective Inpatients,,4,,223,516,2.31390134529148,,238,717,3.01260504201681,
668,2017Q1,,S08000016,,B120H,,Elective Inpatients,, ,:,5,20,4,,5,20,4,
307,2018Q1,,S08000015,,S08000015,d,Elective Inpatients,,4,,182,471,2.58791208791209,,191,607,3.17801047120419,
308,2018Q2,,S08000015,,S08000015,d,Elective Inpatients,,4,,207,559,2.70048309178744,,212,743,3.50471698113208,
309,2018Q3,,S08000015,,S08000015,d,Elective Inpatients,,4,,210,521,2.48095238095238,,222,825,3.71621621621622,
310,2018Q4,,S08000015,,S08000015,d,Elective Inpatients,,4,,218,613,2.81192660550459,,226,783,3.4646017699115,
311,2019Q1,,S08000015,,S08000015,d,Elective Inpatients,,4,,247,583,2.36032388663968,,247,657,2.65991902834008,
312,2019Q2,,S08000015,,S08000015,d,Elective Inpatients,,4,,231,633,2.74025974025974,,249,918,3.68674698795181,
313,2019Q3,,S08000015,,S08000015,d,Elective Inpatients,,4,,231,632,2.73593073593074,,238,805,3.38235294117647,
314,2019Q4,,S08000015,,S08000015,d,Elective Inpatients,,4,,202,486,2.40594059405941,,208,577,2.77403846153846,
315,2020Q1,,S08000015,,S08000015,d,Elective Inpatients,,4,,191,526,2.75392670157068,,192,620,3.22916666666667,
316,2020Q2,,S08000015,,S08000015,d,Elective Inpatients,,4,,37,94,2.54054054054054,,38,218,5.73684210526316,
317,2020Q3,,S08000015,,S08000015,d,Elective Inpatients,,4,,84,214,2.54761904761905,,86,260,3.02325581395349,
318,2020Q4,,S08000015,,S08000015,d,Elective Inpatients,,4,,102,230,2.25490196078431,,108,428,3.96296296296296,
319,2021Q1,,S08000015,,S08000015,d,Elective Inpatients,,4,,46,106,2.30434782608696,,51,158,3.09803921568627,
320,2021Q2,p,S08000015,,S08000015,d,Elective Inpatients,,4,,125,256,2.048,,132,428,3.24242424242424,
321,2016Q2,,S08000015,,S08000015,d,Elective Inpatients,,5,,196,550,2.80612244897959,,209,630,3.01435406698565,
322,2016Q3,,S08000015,,S08000015,d,Elective Inpatients,,5,,187,460,2.45989304812834,,194,667,3.43814432989691,
323,2016Q4,,S08000015,,S08000015,d,Elective Inpatients,,5,,215,634,2.94883720930233,,220,834,3.79090909090909,
324,2017Q1,,S08000015,,S08000015,d,Elective Inpatients,,5,,203,571,2.8128078817734,,212,829,3.91037735849057,
325,2017Q2,,S08000015,,S08000015,d,Elective Inpatients,,5,,160,525,3.28125,,171,568,3.32163742690058,
326,2017Q3,,S08000015,,S08000015,d,Elective Inpatients,,5,,174,581,3.33908045977011,,176,776,4.40909090909091,
327,2017Q4,,S08000015,,S08000015,d,Elective Inpatients,,5,,159,535,3.36477987421384,,170,690,4.05882352941176,
328,2018Q1,,S08000015,,S08000015,d,Elective Inpatients,,5,,155,377,2.43225806451613,,166,556,3.34939759036145,
329,2018Q2,,S08000015,,S08000015,d,Elective Inpatients,,5,,149,450,3.02013422818792,,159,787,4.9496855345912,
330,2018Q3,,S08000015,,S08000015,d,Elective Inpatients,,5,,159,442,2.77987421383648,,166,569,3.42771084337349,
2995,2020Q3,,S08000031,,G516H,,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
331,2018Q4,,S08000015,,S08000015,d,Elective Inpatients,,5,,164,391,2.38414634146341,,176,1213,6.89204545454545,
332,2019Q1,,S08000015,,S08000015,d,Elective Inpatients,,5,,205,518,2.52682926829268,,214,684,3.19626168224299,
333,2019Q2,,S08000015,,S08000015,d,Elective Inpatients,,5,,199,566,2.84422110552764,,201,737,3.66666666666667,
334,2019Q3,,S08000015,,S08000015,d,Elective Inpatients,,5,,142,374,2.63380281690141,,148,452,3.05405405405405,
335,2019Q4,,S08000015,,S08000015,d,Elective Inpatients,,5,,169,534,3.15976331360947,,175,693,3.96,
336,2020Q1,,S08000015,,S08000015,d,Elective Inpatients,,5,,151,362,2.39735099337748,,158,495,3.13291139240506,
337,2020Q2,,S08000015,,S08000015,d,Elective Inpatients,,5,,42,91,2.16666666666667,,46,128,2.78260869565217,
338,2020Q3,,S08000015,,S08000015,d,Elective Inpatients,,5,,90,177,1.96666666666667,,91,201,2.20879120879121,
339,2020Q4,,S08000015,,S08000015,d,Elective Inpatients,,5,,90,221,2.45555555555556,,97,338,3.48453608247423,
340,2021Q1,,S08000015,,S08000015,d,Elective Inpatients,,5,,32,116,3.625,,32,139,4.34375,
341,2021Q2,p,S08000015,,S08000015,d,Elective Inpatients,,5,,97,341,3.51546391752577,,103,393,3.81553398058252,
342,2017Q2,,S08000015,,S08000015,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
343,2019Q4,,S08000015,,S08000015,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
344,2020Q1,,S08000015,,S08000015,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
345,2021Q1,,S08000015,,S08000015,d,Elective Inpatients,, ,:,0,0, ,z,0,0, ,z
346,2016Q2,,S08000015,,A210H,,Elective Inpatients,,1,,250,640,2.56,,255,839,3.29019607843137,
347,2016Q3,,S08000015,,A210H,,Elective Inpatients,,1,,185,528,2.85405405405405,,195,804,4.12307692307692,
348,2016Q4,,S08000015,,A210H,,Elective Inpatients,,1,,210,695,3.30952380952381,,210,743,3.53809523809524,
349,2017Q1,,S08000015,,A210H,,Elective Inpatients,,1,,220,632,2.87272727272727,,225,738,3.28,
350,2017Q2,,S08000015,,A210H,,Elective Inpatients,,1,,205,645,3.14634146341463,,205,925,4.51219512195122,
351,2017Q3,,S08000015,,A210H,,Elective Inpatients,,1,,175,479,2.73714285714286,,180,636,3.53333333333333,
352,2017Q4,,S08000015,,A210H,,Elective Inpatients,,1,,220,665,3.02272727272727,,225,910,4.04444444444444,
353,2018Q1,,S08000015,,A210H,,Elective Inpatients,,1,,198,555,2.8030303030303,,200,634,3.17,
354,2018Q2,,S08000015,,A210H,,Elective Inpatients,,1,,205,546,2.66341463414634,,205,616,3.00487804878049,
355,2018Q3,,S08000015,,A210H,,Elective Inpatients,,1,,165,478,2.8969696969697,,180,765,4.25,
356,2018Q4,,S08000015,,A210H,,Elective Inpatients,,1,,196,477,2.43367346938776,,200,622,3.11,
15117,2018Q1,,S08000022,,H103H,,Transfers,, ,:,0,0, ,z,0,0, ,z
357,2019Q1,,S08000015,,A210H,,Elective Inpatients,,1,,170,381,2.24117647058824,,175,493,2.81714285714286,
358,2019Q2,,S08000015,,A210H,,Elective Inpatients,,1,,180,410,2.27777777777778,,185,546,2.95135135135135,
359,2019Q3,,S08000015,,A210H,,Elective Inpatients,,1,,155,460,2.96774193548387,,155,586,3.78064516129032,
360,2019Q4,,S08000015,,A210H,,Elective Inpatients,,1,,176,437,2.48295454545455,,180,646,3.58888888888889,
361,2020Q1,,S08000015,,A210H,,Elective Inpatients,,1,,189,464,2.45502645502645,,195,652,3.34358974358974,
362,2020Q2,,S08000015,,A210H,,Elective Inpatients,,1,,51,115,2.25490196078431,,50,262,5.24,
363,2020Q3,,S08000015,,A210H,,Elective Inpatients,,1,,132,373,2.82575757575758,,130,391,3.00769230769231,
364,2020Q4,,S08000015,,A210H,,Elective Inpatients,,1,,137,251,1.83211678832117,,140,488,3.48571428571429,
365,2021Q1,,S08000015,,A210H,,Elective Inpatients,,1,,57,177,3.10526315789474,,60,377,6.28333333333333,
366,2021Q2,p,S08000015,,A210H,,Elective Inpatients,,1,,152,399,2.625,,152,498,3.27631578947368,
367,2016Q2,,S08000015,,A210H,,Elective Inpatients,,2,,218,719,3.29816513761468,,220,696,3.16363636363636,
368,2016Q3,,S08000015,,A210H,,Elective Inpatients,,2,,211,513,2.43127962085308,,215,548,2.54883720930233,
369,2016Q4,,S08000015,,A210H,,Elective Inpatients,,2,,217,609,2.80645161290323,,225,771,3.42666666666667,
370,2017Q1,,S08000015,,A210H,,Elective Inpatients,,2,,186,390,2.09677419354839,,185,407,2.2,
371,2017Q2,,S08000015,,A210H,,Elective Inpatients,,2,,205,575,2.80487804878049,,205,540,2.63414634146341,
372,2017Q3,,S08000015,,A210H,,Elective Inpatients,,2,,175,521,2.97714285714286,,180,609,3.38333333333333,
373,2017Q4,,S08000015,,A210H,,Elective Inpatients,,2,,186,592,3.18279569892473,,190,854,4.49473684210526,
374,2018Q1,,S08000015,,A210H,,Elective Inpatients,,2,,155,457,2.94838709677419,,155,459,2.96129032258065,
375,2018Q2,,S08000015,,A210H,,Elective Inpatients,,2,,165,468,2.83636363636364,,175,689,3.93714285714286,
376,2018Q3,,S08000015,,A210H,,Elective Inpatients,,2,,170,478,2.81176470588235,,175,600,3.42857142857143,
377,2018Q4,,S08000015,,A210H,,Elective Inpatients,,2,,175,450,2.57142857142857,,180,633,3.51666666666667,
378,2019Q1,,S08000015,,A210H,,Elective Inpatients,,2,,213,489,2.29577464788732,,215,668,3.10697674418605,
379,2019Q2,,S08000015,,A210H,,Elective Inpatients,,2,,170,390,2.29411764705882,,176,557,3.16477272727273,
380,2019Q3,,S08000015,,A210H,,Elective Inpatients,,2,,172,528,3.06976744186047,,175,584,3.33714285714286,
381,2019Q4,,S08000015,,A210H,,Elective Inpatients,,2,,160,436,2.725,,165,554,3.35757575757576,
382,2020Q1,,S08000015,,A210H,,Elective Inpatients,,2,,155,381,2.45806451612903,,158,505,3.1962025316455702,
383,2020Q2,,S08000015,,A210H,,Elective Inpatients,,2,,41,129,3.14634146341463,,41,148,3.60975609756098,
384,2020Q3,,S08000015,,A210H,,Elective Inpatients,,2,,127,322,2.53543307086614,,135,412,3.05185185185185,
385,2020Q4,,S08000015,,A210H,,Elective Inpatients,,2,,124,297,2.39516129032258,,125,355,2.84,
386,2021Q1,,S08000015,,A210H,,Elective Inpatients,,2,,53,120,2.26415094339623,,55,140,2.54545454545455,
387,2021Q2,p,S08000015,,A210H,,Elective Inpatients,,2,,132,347,2.62878787878788,,135,515,3.81481481481481,
388,2016Q2,,S08000015,,A210H,,Elective Inpatients,,3,,155,446,2.87741935483871,,155,541,3.49032258064516,
389,2016Q3,,S08000015,,A210H,,Elective Inpatients,,3,,141,440,3.12056737588652,,145,494,3.40689655172414,
390,2016Q4,,S08000015,,A210H,,Elective Inpatients,,3,,160,427,2.66875,,160,462,2.8875,
391,2017Q1,,S08000015,,A210H,,Elective Inpatients,,3,,166,445,2.68072289156627,,170,575,3.38235294117647,
392,2017Q2,,S08000015,,A210H,,Elective Inpatients,,3,,126,387,3.07142857142857,,130,478,3.67692307692308,
393,2017Q3,,S08000015,,A210H,,Elective Inpatients,,3,,125,306,2.448,,130,345,2.65384615384615,
394,2017Q4,,S08000015,,A210H,,Elective Inpatients,,3,,133,338,2.54135338345865,,135,398,2.94814814814815,
395,2018Q1,,S08000015,,A210H,,Elective Inpatients,,3,,141,472,3.34751773049645,,150,637,4.24666666666667,
396,2018Q2,,S08000015,,A210H,,Elective Inpatients,,3,,124,310,2.5,,125,349,2.792,
397,2018Q3,,S08000015,,A210H,,Elective Inpatients,,3,,125,399,3.192,,129,458,3.55038759689922,
398,2018Q4,,S08000015,,A210H,,Elective Inpatients,,3,,159,454,2.85534591194969,,165,546,3.30909090909091,
399,2019Q1,,S08000015,,A210H,,Elective Inpatients,,3,,145,315,2.17241379310345,,144,397,2.75694444444444,
400,2019Q2,,S08000015,,A210H,,Elective Inpatients,,3,,158,398,2.51898734177215,,160,594,3.7125,
401,2019Q3,,S08000015,,A210H,,Elective Inpatients,,3,,135,391,2.8962962962963,,135,443,3.28148148148148,
402,2019Q4,,S08000015,,A210H,,Elective Inpatients,,3,,139,332,2.3884892086330902,,140,444,3.17142857142857,
403,2020Q1,,S08000015,,A210H,,Elective Inpatients,,3,,149,370,2.48322147651007,,150,623,4.15333333333333,
404,2020Q2,,S08000015,,A210H,,Elective Inpatients,,3,,37,68,1.83783783783784,,37,83,2.24324324324324,
405,2020Q3,,S08000015,,A210H,,Elective Inpatients,,3,,94,323,3.43617021276596,,95,240,2.52631578947368,
406,2020Q4,,S08000015,,A210H,,Elective Inpatients,,3,,86,167,1.94186046511628,,90,428,4.75555555555556,
407,2021Q1,,S08000015,,A210H,,Elective Inpatients,,3,,46,104,2.26086956521739,,45,121,2.68888888888889,
408,2021Q2,p,S08000015,,A210H,,Elective Inpatients,,3,,106,249,2.34905660377358,,110,309,2.80909090909091,
409,2016Q2,,S08000015,,A210H,,Elective Inpatients,,4,,90,169,1.87777777777778,,90,182,2.02222222222222,
410,2016Q3,,S08000015,,A210H,,Elective Inpatients,,4,,99,221,2.23232323232323,,95,236,2.48421052631579,
411,2016Q4,,S08000015,,A210H,,Elective Inpatients,,4,,95,223,2.34736842105263,,95,273,2.87368421052632,
412,2017Q1,,S08000015,,A210H,,Elective Inpatients,,4,,111,395,3.55855855855856,,113,373,3.30088495575221,
413,2017Q2,,S08000015,,A210H,,Elective Inpatients,,4,,99,269,2.71717171717172,,100,380,3.8,
414,2017Q3,,S08000015,,A210H,,Elective Inpatients,,4,,95,237,2.49473684210526,,95,402,4.23157894736842,
415,2017Q4,,S08000015,,A210H,,Elective Inpatients,,4,,90,195,2.16666666666667,,90,215,2.38888888888889,
416,2018Q1,,S08000015,,A210H,,Elective Inpatients,,4,,76,197,2.59210526315789,,75,241,3.21333333333333,
417,2018Q2,,S08000015,,A210H,,Elective Inpatients,,4,,95,318,3.34736842105263,,97,423,4.36082474226804,
418,2018Q3,,S08000015,,A210H,,Elective Inpatients,,4,,88,267,3.03409090909091,,95,435,4.57894736842105,
419,2018Q4,,S08000015,,A210H,,Elective Inpatients,,4,,102,376,3.68627450980392,,105,470,4.47619047619048,
420,2019Q1,,S08000015,,A210H,,Elective Inpatients,,4,,104,287,2.75961538461538,,100,304,3.04,
421,2019Q2,,S08000015,,A210H,,Elective Inpatients,,4,,90,293,3.25555555555556,,95,404,4.25263157894737,
422,2019Q3,,S08000015,,A210H,,Elective Inpatients,,4,,110,273,2.48181818181818,,110,299,2.71818181818182,
423,2019Q4,,S08000015,,A210H,,Elective Inpatients,,4,,104,213,2.04807692307692,,105,264,2.51428571428571,
424,2020Q1,,S08000015,,A210H,,Elective Inpatients,,4,,112,277,2.47321428571429,,112,315,2.8125,
425,2020Q2,,S08000015,,A210H,,Elective Inpatients,,4,,25,57,2.28,,25,170,6.8,
426,2020Q3,,S08000015,,A210H,,Elective Inpatients,,4,,55,141,2.56363636363636,,55,154,2.8,
427,2020Q4,,S08000015,,A210H,,Elective Inpatients,,4,,62,126,2.03225806451613,,60,231,3.85,
428,2021Q1,,S08000015,,A210H,,Elective Inpatients,,4,,28,53,1.89285714285714,,31,63,2.03225806451613,
429,2021Q2,p,S08000015,,A210H,,Elective Inpatients,,4,,76,136,1.78947368421053,,75,244,3.25333333333333,
430,2016Q2,,S08000015,,A210H,,Elective Inpatients,,5,,120,347,2.89166666666667,,120,356,2.96666666666667,
431,2016Q3,,S08000015,,A210H,,Elective Inpatients,,5,,100,263,2.63,,105,398,3.79047619047619,
2996,2020Q4,,S08000031,,G516H,,Elective Inpatients,, ,:,5,5,1,,5,5,1,
432,2016Q4,,S08000015,,A210H,,Elective Inpatients,,5,,130,342,2.63076923076923,,130,457,3.51538461538462,
433,2017Q1,,S08000015,,A210H,,Elective Inpatients,,5,,124,385,3.10483870967742,,126,574,4.55555555555556,
