id,week_ending,hb,hbqf,admission_type,admission_type_qf,specialty,specialty_qf,number_admissions,average20182019,percent_variation
383,20200119,S92000003,d,All,d,Community,,252,269.5,-6.5
384,20200119,S92000003,d,All,d,Gynaecology,,428,437,-2.1
385,20200119,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),,7158,7614.5,-6
386,20200119,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),,7872,8303,-5.2
387,20200119,S92000003,d,All,d,Paediatrics (medical & surgical),,1331,1527.5,-12.9
388,20200119,S92000003,d,All,d,Paediatrics (medical),,1258,1443.5,-12.9
389,20200119,S92000003,d,All,d,Paediatrics (surgical),,73,84,-13.1
390,20200119,S92000003,d,All,d,Surgery,,4763,4817.5,-1.1
391,20200126,S08000015,,All,d,Accident & Emergency,,9,13.5,-33.3
392,20200126,S08000015,,All,d,All,d,1039,1171,-11.3
393,20200126,S08000015,,All,d,Cardiology,,16,16.5,-3
394,20200126,S08000015,,All,d,Medical (excl. Cardiology & Cancer),,596,652.5,-8.7
395,20200126,S08000015,,All,d,Medical (incl. Cardiology & Cancer),,612,669,-8.5
396,20200126,S08000015,,All,d,Paediatrics (medical & surgical),,147,148,-0.7
397,20200126,S08000015,,All,d,Paediatrics (medical),,147,148,-0.7
398,20200126,S08000015,,All,d,Surgery,,271,340.5,-20.4
399,20200126,S08000016,,All,d,All,d,247,249.5,-1
400,20200126,S08000016,,All,d,Cardiology,,7,9.5,-26.3
401,20200126,S08000016,,All,d,Community,,15,20.5,-26.8
402,20200126,S08000016,,All,d,Medical (excl. Cardiology & Cancer),,135,129,4.7
403,20200126,S08000016,,All,d,Medical (incl. Cardiology & Cancer),,142,138.5,2.5
404,20200126,S08000016,,All,d,Paediatrics (medical & surgical),,37,28,32.1
405,20200126,S08000016,,All,d,Paediatrics (medical),,37,28,32.1
406,20200126,S08000016,,All,d,Surgery,,53,62,-14.5
407,20200126,S08000017,,All,d,All,d,422,445,-5.2
408,20200126,S08000017,,All,d,Cardiology,,5,5,0
409,20200126,S08000017,,All,d,Community,,34,34.5,-1.4
410,20200126,S08000017,,All,d,Gynaecology,,14,12.5,12
411,20200126,S08000017,,All,d,Medical (excl. Cardiology & Cancer),,204,232,-12.1
412,20200126,S08000017,,All,d,Medical (incl. Cardiology & Cancer),,209,237,-11.8
413,20200126,S08000017,,All,d,Paediatrics (medical & surgical),,49,48.5,1
414,20200126,S08000017,,All,d,Paediatrics (medical),,49,48.5,1
415,20200126,S08000017,,All,d,Surgery,,116,112.5,3.1
416,20200126,S08000019,,All,d,All,d,782,1392,-43.8
417,20200126,S08000019,,All,d,Cardiology,,5,6.5,-23.1
418,20200126,S08000019,,All,d,Gynaecology,,32,62.5,-48.8
419,20200126,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,464,782,-40.7
420,20200126,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,469,788.5,-40.5
421,20200126,S08000019,,All,d,Paediatrics (medical & surgical),,52,183,-71.6
422,20200126,S08000019,,All,d,Paediatrics (medical),,52,183,-71.6
423,20200126,S08000019,,All,d,Surgery,,226,341.5,-33.8
424,20200126,S08000020,,All,d,Accident & Emergency,,63,44.5,41.6
425,20200126,S08000020,,All,d,All,d,1336,1372.5,-2.7
426,20200126,S08000020,,All,d,Cancer,,30,31.5,-4.8
427,20200126,S08000020,,All,d,Cardiology,,36,40.5,-11.1
428,20200126,S08000020,,All,d,Community,,53,59.5,-10.9
429,20200126,S08000020,,All,d,Gynaecology,,33,33.5,-1.5
430,20200126,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,504,550.5,-8.4
431,20200126,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,570,622.5,-8.4
432,20200126,S08000020,,All,d,Paediatrics (medical & surgical),,140,121.5,15.2
433,20200126,S08000020,,All,d,Paediatrics (medical),,126,106,18.9
434,20200126,S08000020,,All,d,Paediatrics (surgical),,14,15.5,-9.7
435,20200126,S08000020,,All,d,Surgery,,477,489.5,-2.6
436,20200126,S08000022,,All,d,All,d,775,792,-2.1
437,20200126,S08000022,,All,d,Cardiology,,9,15.5,-41.9
438,20200126,S08000022,,All,d,Community,,100,90.5,10.5
439,20200126,S08000022,,All,d,Gynaecology,,30,17.5,71.4
440,20200126,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,293,356.5,-17.8
441,20200126,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,305,379.5,-19.6
442,20200126,S08000022,,All,d,Paediatrics (medical & surgical),,87,81,7.4
443,20200126,S08000022,,All,d,Paediatrics (medical),,87,80,8.8
444,20200126,S08000022,,All,d,Surgery,,253,223.5,13.2
445,20200126,S08000024,,All,d,Accident & Emergency,,238,47.5,401.1
446,20200126,S08000024,,All,d,All,d,2458,2152.5,14.2
447,20200126,S08000024,,All,d,Cancer,,111,77,44.2
448,20200126,S08000024,,All,d,Cardiology,,92,81,13.6
449,20200126,S08000024,,All,d,Gynaecology,,59,54,9.3
450,20200126,S08000024,,All,d,Medical (excl. Cardiology & Cancer),,980,945,3.7
451,20200126,S08000024,,All,d,Medical (incl. Cardiology & Cancer),,1183,1103,7.3
452,20200126,S08000024,,All,d,Paediatrics (medical & surgical),,223,193.5,15.2
453,20200126,S08000024,,All,d,Paediatrics (medical),,190,168.5,12.8
454,20200126,S08000024,,All,d,Paediatrics (surgical),,33,25,32
455,20200126,S08000024,,All,d,Surgery,,754,754.5,-0.1
456,20200126,S08000025,,All,d,All,d,25,42,-40.5
457,20200126,S08000025,,All,d,Medical (excl. Cardiology & Cancer),,14,27.5,-49.1
458,20200126,S08000025,,All,d,Medical (incl. Cardiology & Cancer),,14,28,-50
459,20200126,S08000025,,All,d,Surgery,,11,14,-21.4
460,20200126,S08000026,,All,d,All,d,45,38.5,16.9
461,20200126,S08000026,,All,d,Medical (excl. Cardiology & Cancer),,19,25,-24
462,20200126,S08000026,,All,d,Medical (incl. Cardiology & Cancer),,19,25,-24
463,20200126,S08000026,,All,d,Surgery,,25,12,108.3
464,20200126,S08000028,,All,d,All,d,65,79.5,-18.2
465,20200126,S08000028,,All,d,Community,,7,13.5,-48.1
466,20200126,S08000028,,All,d,Medical (excl. Cardiology & Cancer),,32,34,-5.9
467,20200126,S08000028,,All,d,Medical (incl. Cardiology & Cancer),,32,34,-5.9
468,20200126,S08000028,,All,d,Surgery,,21,26.5,-20.8
469,20200126,S08000029,,All,d,Accident & Emergency,,63,54.5,15.6
470,20200126,S08000029,,All,d,All,d,942,917,2.7
471,20200126,S08000029,,All,d,Cardiology,,40,26,53.8
472,20200126,S08000029,,All,d,Community,,18,11.5,56.5
473,20200126,S08000029,,All,d,Gynaecology,,22,35.5,-38
474,20200126,S08000029,,All,d,Medical (excl. Cardiology & Cancer),,453,453,0
475,20200126,S08000029,,All,d,Medical (incl. Cardiology & Cancer),,493,479,2.9
476,20200126,S08000029,,All,d,Paediatrics (medical & surgical),,98,81,21
477,20200126,S08000029,,All,d,Paediatrics (medical),,98,81,21
478,20200126,S08000029,,All,d,Surgery,,248,254,-2.4
479,20200126,S08000030,,All,d,Accident & Emergency,,67,56,19.6
480,20200126,S08000030,,All,d,All,d,1293,1309,-1.2
481,20200126,S08000030,,All,d,Cancer,,28,27.5,1.8
482,20200126,S08000030,,All,d,Cardiology,,39,43,-9.3
483,20200126,S08000030,,All,d,Community,,13,23,-43.5
484,20200126,S08000030,,All,d,Gynaecology,,35,38.5,-9.1
485,20200126,S08000030,,All,d,Medical (excl. Cardiology & Cancer),,543,551,-1.5
486,20200126,S08000030,,All,d,Medical (incl. Cardiology & Cancer),,610,621.5,-1.9
487,20200126,S08000030,,All,d,Paediatrics (medical & surgical),,142,172,-17.4
488,20200126,S08000030,,All,d,Paediatrics (medical),,142,170,-16.5
489,20200126,S08000030,,All,d,Surgery,,424,397,6.8
490,20200126,S08000031,,All,d,Accident & Emergency,,29,45.5,-36.3
491,20200126,S08000031,,All,d,All,d,4162,4120.5,1
492,20200126,S08000031,,All,d,Cancer,,87,86.5,0.6
493,20200126,S08000031,,All,d,Cardiology,,142,151,-6
494,20200126,S08000031,,All,d,Gynaecology,,148,147.5,0.3
608,20200202,S08000029,,All,d,Surgery,,242,236.5,2.3
495,20200126,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,1981,1952,1.5
496,20200126,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,2210,2189.5,0.9
497,20200126,S08000031,,All,d,Paediatrics (medical & surgical),,334,296,12.8
498,20200126,S08000031,,All,d,Paediatrics (medical),,292,263,11
499,20200126,S08000031,,All,d,Paediatrics (surgical),,42,33,27.3
500,20200126,S08000031,,All,d,Surgery,,1437,1441,-0.3
501,20200126,S08000032,,All,d,All,d,1625,1831.5,-11.3
502,20200126,S08000032,,All,d,Cardiology,,74,73,1.4
503,20200126,S08000032,,All,d,Gynaecology,,33,43.5,-24.1
504,20200126,S08000032,,All,d,Medical (excl. Cardiology & Cancer),,870,968,-10.1
505,20200126,S08000032,,All,d,Medical (incl. Cardiology & Cancer),,944,1041.5,-9.4
506,20200126,S08000032,,All,d,Paediatrics (medical & surgical),,179,259.5,-31
507,20200126,S08000032,,All,d,Paediatrics (medical),,179,257,-30.4
508,20200126,S08000032,,All,d,Surgery,,465,480,-3.1
509,20200126,S92000003,d,All,d,Accident & Emergency,,475,285,66.7
510,20200126,S92000003,d,All,d,All,d,15216,15912.5,-4.4
511,20200126,S92000003,d,All,d,Cancer,,259,231,12.1
512,20200126,S92000003,d,All,d,Cardiology,,465,467.5,-0.5
513,20200126,S92000003,d,All,d,Community,,240,253,-5.1
514,20200126,S92000003,d,All,d,Gynaecology,,408,447.5,-8.8
515,20200126,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),,7088,7658,-7.4
516,20200126,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),,7812,8356.5,-6.5
517,20200126,S92000003,d,All,d,Paediatrics (medical & surgical),,1492,1616.5,-7.7
518,20200126,S92000003,d,All,d,Paediatrics (medical),,1403,1537.5,-8.7
519,20200126,S92000003,d,All,d,Paediatrics (surgical),,89,79,12.7
520,20200126,S92000003,d,All,d,Surgery,,4781,4948.5,-3.4
521,20200202,S08000015,,All,d,Accident & Emergency,,8,28,-71.4
522,20200202,S08000015,,All,d,All,d,1048,1153,-9.1
523,20200202,S08000015,,All,d,Cardiology,,14,18,-22.2
524,20200202,S08000015,,All,d,Medical (excl. Cardiology & Cancer),,577,657.5,-12.2
525,20200202,S08000015,,All,d,Medical (incl. Cardiology & Cancer),,592,675.5,-12.4
526,20200202,S08000015,,All,d,Paediatrics (medical & surgical),,153,159,-3.8
527,20200202,S08000015,,All,d,Paediatrics (medical),,153,159,-3.8
528,20200202,S08000015,,All,d,Surgery,,295,290.5,1.5
529,20200202,S08000016,,All,d,All,d,261,256,2
530,20200202,S08000016,,All,d,Cardiology,,11,6.5,69.2
531,20200202,S08000016,,All,d,Community,,10,20.5,-51.2
684,20200209,S08000020,,All,d,All,d,1364,1369,-0.4
532,20200202,S08000016,,All,d,Medical (excl. Cardiology & Cancer),,142,130.5,8.8
533,20200202,S08000016,,All,d,Medical (incl. Cardiology & Cancer),,153,137,11.7
534,20200202,S08000016,,All,d,Paediatrics (medical & surgical),,37,34.5,7.2
535,20200202,S08000016,,All,d,Paediatrics (medical),,37,34.5,7.2
536,20200202,S08000016,,All,d,Surgery,,61,64,-4.7
537,20200202,S08000017,,All,d,All,d,433,455,-4.8
538,20200202,S08000017,,All,d,Community,,30,33.5,-10.4
539,20200202,S08000017,,All,d,Gynaecology,,24,19,26.3
540,20200202,S08000017,,All,d,Medical (excl. Cardiology & Cancer),,202,221,-8.6
541,20200202,S08000017,,All,d,Medical (incl. Cardiology & Cancer),,204,224.5,-9.1
542,20200202,S08000017,,All,d,Paediatrics (medical & surgical),,52,51,2
543,20200202,S08000017,,All,d,Paediatrics (medical),,52,51,2
544,20200202,S08000017,,All,d,Surgery,,123,126.5,-2.8
545,20200202,S08000019,,All,d,All,d,786,1359.5,-42.2
546,20200202,S08000019,,All,d,Cardiology,,6,15.5,-61.3
547,20200202,S08000019,,All,d,Gynaecology,,27,64.5,-58.1
548,20200202,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,473,740,-36.1
549,20200202,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,479,755.5,-36.6
550,20200202,S08000019,,All,d,Paediatrics (medical & surgical),,92,152,-39.5
551,20200202,S08000019,,All,d,Paediatrics (medical),,92,152,-39.5
552,20200202,S08000019,,All,d,Surgery,,185,374.5,-50.6
553,20200202,S08000020,,All,d,Accident & Emergency,,66,39,69.2
554,20200202,S08000020,,All,d,All,d,1373,1325,3.6
555,20200202,S08000020,,All,d,Cancer,,42,28,50
556,20200202,S08000020,,All,d,Cardiology,,32,39.5,-19
557,20200202,S08000020,,All,d,Community,,44,56,-21.4
558,20200202,S08000020,,All,d,Gynaecology,,33,32.5,1.5
559,20200202,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,504,511,-1.4
560,20200202,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,578,578.5,-0.1
561,20200202,S08000020,,All,d,Paediatrics (medical & surgical),,142,141.5,0.4
562,20200202,S08000020,,All,d,Paediatrics (medical),,120,126.5,-5.1
563,20200202,S08000020,,All,d,Paediatrics (surgical),,22,15,46.7
564,20200202,S08000020,,All,d,Surgery,,510,474.5,7.5
565,20200202,S08000022,,All,d,All,d,771,804,-4.1
566,20200202,S08000022,,All,d,Cancer,,7,7,0
567,20200202,S08000022,,All,d,Cardiology,,10,14,-28.6
568,20200202,S08000022,,All,d,Community,,81,98.5,-17.8
569,20200202,S08000022,,All,d,Gynaecology,,24,27.5,-12.7
570,20200202,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,333,351.5,-5.3
571,20200202,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,350,372.5,-6
572,20200202,S08000022,,All,d,Paediatrics (medical & surgical),,74,75.5,-2
573,20200202,S08000022,,All,d,Paediatrics (medical),,74,75.5,-2
574,20200202,S08000022,,All,d,Surgery,,242,230,5.2
575,20200202,S08000024,,All,d,Accident & Emergency,,266,50,432
576,20200202,S08000024,,All,d,All,d,2423,2212,9.5
577,20200202,S08000024,,All,d,Cancer,,114,69,65.2
578,20200202,S08000024,,All,d,Cardiology,,69,76.5,-9.8
579,20200202,S08000024,,All,d,Gynaecology,,62,57.5,7.8
580,20200202,S08000024,,All,d,Medical (excl. Cardiology & Cancer),,939,990,-5.2
581,20200202,S08000024,,All,d,Medical (incl. Cardiology & Cancer),,1122,1135.5,-1.2
582,20200202,S08000024,,All,d,Paediatrics (medical & surgical),,180,198,-9.1
583,20200202,S08000024,,All,d,Paediatrics (medical),,155,170.5,-9.1
584,20200202,S08000024,,All,d,Paediatrics (surgical),,25,27.5,-9.1
585,20200202,S08000024,,All,d,Surgery,,793,770.5,2.9
586,20200202,S08000025,,All,d,All,d,37,39.5,-6.3
587,20200202,S08000025,,All,d,Medical (excl. Cardiology & Cancer),,21,22,-4.5
588,20200202,S08000025,,All,d,Medical (incl. Cardiology & Cancer),,21,23,-8.7
589,20200202,S08000025,,All,d,Surgery,,15,15,0
590,20200202,S08000026,,All,d,All,d,39,48,-18.8
591,20200202,S08000026,,All,d,Medical (excl. Cardiology & Cancer),,24,24,0
592,20200202,S08000026,,All,d,Medical (incl. Cardiology & Cancer),,24,24,0
593,20200202,S08000026,,All,d,Surgery,,15,24,-37.5
594,20200202,S08000028,,All,d,All,d,76,87.5,-13.1
595,20200202,S08000028,,All,d,Community,,6,14.5,-58.6
596,20200202,S08000028,,All,d,Medical (excl. Cardiology & Cancer),,38,38,0
597,20200202,S08000028,,All,d,Medical (incl. Cardiology & Cancer),,38,39,-2.6
598,20200202,S08000028,,All,d,Surgery,,28,24,16.7
599,20200202,S08000029,,All,d,Accident & Emergency,,55,59.5,-7.6
600,20200202,S08000029,,All,d,All,d,943,920.5,2.4
601,20200202,S08000029,,All,d,Cardiology,,38,34.5,10.1
602,20200202,S08000029,,All,d,Community,,11,10,10
603,20200202,S08000029,,All,d,Gynaecology,,32,35.5,-9.9
604,20200202,S08000029,,All,d,Medical (excl. Cardiology & Cancer),,449,442.5,1.5
605,20200202,S08000029,,All,d,Medical (incl. Cardiology & Cancer),,487,477,2.1
606,20200202,S08000029,,All,d,Paediatrics (medical & surgical),,116,99.5,16.6
607,20200202,S08000029,,All,d,Paediatrics (medical),,116,98.5,17.8
609,20200202,S08000030,,All,d,Accident & Emergency,,66,70.5,-6.4
610,20200202,S08000030,,All,d,All,d,1297,1285.5,0.9
611,20200202,S08000030,,All,d,Cancer,,19,18,5.6
612,20200202,S08000030,,All,d,Cardiology,,40,35,14.3
613,20200202,S08000030,,All,d,Community,,9,23,-60.9
614,20200202,S08000030,,All,d,Gynaecology,,35,34.5,1.4
615,20200202,S08000030,,All,d,Medical (excl. Cardiology & Cancer),,547,538.5,1.6
616,20200202,S08000030,,All,d,Medical (incl. Cardiology & Cancer),,606,591.5,2.5
617,20200202,S08000030,,All,d,Paediatrics (medical & surgical),,146,158,-7.6
618,20200202,S08000030,,All,d,Paediatrics (medical),,146,155,-5.8
619,20200202,S08000030,,All,d,Surgery,,435,408,6.6
620,20200202,S08000031,,All,d,Accident & Emergency,,26,29,-10.3
621,20200202,S08000031,,All,d,All,d,4190,4183.5,0.2
622,20200202,S08000031,,All,d,Cancer,,96,78.5,22.3
623,20200202,S08000031,,All,d,Cardiology,,133,153.5,-13.4
624,20200202,S08000031,,All,d,Gynaecology,,145,158.5,-8.5
625,20200202,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,2013,1926,4.5
626,20200202,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,2242,2158,3.9
627,20200202,S08000031,,All,d,Paediatrics (medical & surgical),,322,312,3.2
628,20200202,S08000031,,All,d,Paediatrics (medical),,284,279.5,1.6
629,20200202,S08000031,,All,d,Paediatrics (surgical),,38,32.5,16.9
630,20200202,S08000031,,All,d,Surgery,,1452,1523.5,-4.7
631,20200202,S08000032,,All,d,Accident & Emergency,,12,9.5,26.3
632,20200202,S08000032,,All,d,All,d,1811,1786.5,1.4
633,20200202,S08000032,,All,d,Cardiology,,85,77,10.4
634,20200202,S08000032,,All,d,Gynaecology,,44,41,7.3
635,20200202,S08000032,,All,d,Medical (excl. Cardiology & Cancer),,945,962,-1.8
636,20200202,S08000032,,All,d,Medical (incl. Cardiology & Cancer),,1032,1039.5,-0.7
637,20200202,S08000032,,All,d,Paediatrics (medical & surgical),,189,218,-13.3
638,20200202,S08000032,,All,d,Paediatrics (medical),,189,218,-13.3
639,20200202,S08000032,,All,d,Surgery,,534,478.5,11.6
640,20200202,S92000003,d,All,d,Accident & Emergency,,502,298.5,68.2
641,20200202,S92000003,d,All,d,All,d,15488,15915.5,-2.7
642,20200202,S92000003,d,All,d,Cancer,,281,203,38.4
643,20200202,S92000003,d,All,d,Cardiology,,440,473.5,-7.1
644,20200202,S92000003,d,All,d,Community,,191,256,-25.4
645,20200202,S92000003,d,All,d,Gynaecology,,427,476.5,-10.4
646,20200202,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),,7207,7554.5,-4.6
647,20200202,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),,7928,8231,-3.7
648,20200202,S92000003,d,All,d,Paediatrics (medical & surgical),,1507,1604.5,-6.1
649,20200202,S92000003,d,All,d,Paediatrics (medical),,1422,1525.5,-6.8
650,20200202,S92000003,d,All,d,Paediatrics (surgical),,85,79,7.6
651,20200202,S92000003,d,All,d,Surgery,,4930,5040,-2.2
652,20200209,S08000015,,All,d,Accident & Emergency,,5,18.5,-73
653,20200209,S08000015,,All,d,All,d,999,1155,-13.5
654,20200209,S08000015,,All,d,Cardiology,,19,18.5,2.7
655,20200209,S08000015,,All,d,Medical (excl. Cardiology & Cancer),,571,626.5,-8.9
656,20200209,S08000015,,All,d,Medical (incl. Cardiology & Cancer),,590,645,-8.5
657,20200209,S08000015,,All,d,Paediatrics (medical & surgical),,112,158.5,-29.3
658,20200209,S08000015,,All,d,Paediatrics (medical),,112,158.5,-29.3
659,20200209,S08000015,,All,d,Surgery,,292,332.5,-12.2
660,20200209,S08000016,,All,d,All,d,259,297,-12.8
661,20200209,S08000016,,All,d,Cardiology,,11,10.5,4.8
662,20200209,S08000016,,All,d,Community,,8,23.5,-66
663,20200209,S08000016,,All,d,Medical (excl. Cardiology & Cancer),,119,149.5,-20.4
664,20200209,S08000016,,All,d,Medical (incl. Cardiology & Cancer),,130,160,-18.8
665,20200209,S08000016,,All,d,Paediatrics (medical & surgical),,37,41,-9.8
666,20200209,S08000016,,All,d,Paediatrics (medical),,36,41,-12.2
667,20200209,S08000016,,All,d,Surgery,,83,72,15.3
668,20200209,S08000017,,All,d,All,d,388,467,-16.9
669,20200209,S08000017,,All,d,Community,,35,35.5,-1.4
670,20200209,S08000017,,All,d,Gynaecology,,17,18.5,-8.1
671,20200209,S08000017,,All,d,Medical (excl. Cardiology & Cancer),,185,212,-12.7
672,20200209,S08000017,,All,d,Medical (incl. Cardiology & Cancer),,186,216.5,-14.1
673,20200209,S08000017,,All,d,Paediatrics (medical & surgical),,53,60.5,-12.4
674,20200209,S08000017,,All,d,Paediatrics (medical),,53,60.5,-12.4
675,20200209,S08000017,,All,d,Surgery,,97,136,-28.7
676,20200209,S08000019,,All,d,All,d,751,1347,-44.2
677,20200209,S08000019,,All,d,Gynaecology,,28,63,-55.6
678,20200209,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,443,786,-43.6
679,20200209,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,446,804.5,-44.6
680,20200209,S08000019,,All,d,Paediatrics (medical & surgical),,69,155,-55.5
681,20200209,S08000019,,All,d,Paediatrics (medical),,69,155,-55.5
682,20200209,S08000019,,All,d,Surgery,,205,314.5,-34.8
683,20200209,S08000020,,All,d,Accident & Emergency,,59,39.5,49.4
685,20200209,S08000020,,All,d,Cancer,,37,28.5,29.8
686,20200209,S08000020,,All,d,Cardiology,,37,37.5,-1.3
687,20200209,S08000020,,All,d,Community,,46,72.5,-36.6
688,20200209,S08000020,,All,d,Gynaecology,,29,31,-6.5
689,20200209,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,481,541.5,-11.2
690,20200209,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,555,607.5,-8.6
691,20200209,S08000020,,All,d,Paediatrics (medical & surgical),,144,148,-2.7
692,20200209,S08000020,,All,d,Paediatrics (medical),,129,136,-5.1
693,20200209,S08000020,,All,d,Paediatrics (surgical),,15,12,25
694,20200209,S08000020,,All,d,Surgery,,531,469.5,13.1
695,20200209,S08000022,,All,d,All,d,776,790,-1.8
696,20200209,S08000022,,All,d,Cardiology,,11,15,-26.7
697,20200209,S08000022,,All,d,Community,,88,100.5,-12.4
698,20200209,S08000022,,All,d,Gynaecology,,19,28,-32.1
699,20200209,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,355,338.5,4.9
700,20200209,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,369,361.5,2.1
701,20200209,S08000022,,All,d,Paediatrics (medical & surgical),,68,73,-6.8
702,20200209,S08000022,,All,d,Paediatrics (medical),,66,73,-9.6
703,20200209,S08000022,,All,d,Surgery,,232,227,2.2
