year,quarter,week_ending,hb,admission_type,specialty,number_admissions,average20182019,percent_variation
2020,1,2020-01-19,S08000031,All,Medical (incl. Cardiology & Cancer),2184,2249,-2.9
2020,1,2020-01-19,S08000031,All,Paediatrics (medical & surgical),274,300.5,-8.8
2020,1,2020-01-19,S08000031,All,Paediatrics (medical),238,262.5,-9.3
2020,1,2020-01-19,S08000031,All,Paediatrics (surgical),36,38,-5.3
2020,1,2020-01-19,S08000031,All,Surgery,1445,1396.5,3.5
2020,1,2020-01-19,S08000032,All,Accident & Emergency,7,3.5,100
2020,1,2020-01-19,S08000032,All,All,1655,1708.5,-3.1
2020,1,2020-01-19,S08000032,All,Cardiology,75,82,-8.5
2020,1,2020-01-19,S08000032,All,Gynaecology,44,31,41.9
2020,1,2020-01-19,S08000032,All,Medical (excl. Cardiology & Cancer),872,912,-4.4
2020,1,2020-01-19,S08000032,All,Medical (incl. Cardiology & Cancer),947,994,-4.7
2020,1,2020-01-19,S08000032,All,Paediatrics (medical & surgical),186,231.5,-19.7
2020,1,2020-01-19,S08000032,All,Paediatrics (medical),186,231,-19.5
2020,1,2020-01-19,S08000032,All,Surgery,471,448.5,5
2020,1,2020-01-19,S92000003,All,Accident & Emergency,540,268,101.5
2020,1,2020-01-19,S92000003,All,All,15187,15626.5,-2.8
2020,1,2020-01-19,S92000003,All,Cancer,290,243,19.3
2020,1,2020-01-19,S92000003,All,Cardiology,424,445.5,-4.8
2020,1,2020-01-19,S92000003,All,Community,252,269.5,-6.5
2020,1,2020-01-19,S92000003,All,Gynaecology,428,437,-2.1
2020,1,2020-01-19,S92000003,All,Medical (excl. Cardiology & Cancer),7158,7614.5,-6
2020,1,2020-01-19,S92000003,All,Medical (incl. Cardiology & Cancer),7872,8303,-5.2
2020,1,2020-01-19,S92000003,All,Paediatrics (medical & surgical),1331,1527.5,-12.9
2020,1,2020-01-19,S92000003,All,Paediatrics (medical),1258,1443.5,-12.9
2020,1,2020-01-19,S92000003,All,Paediatrics (surgical),73,84,-13.1
2020,1,2020-01-19,S92000003,All,Surgery,4763,4817.5,-1.1
2020,1,2020-01-26,S08000015,All,Accident & Emergency,9,13.5,-33.3
2020,1,2020-01-26,S08000015,All,All,1039,1171,-11.3
2020,1,2020-01-26,S08000015,All,Cardiology,16,16.5,-3
2020,1,2020-01-26,S08000015,All,Medical (excl. Cardiology & Cancer),596,652.5,-8.7
2020,1,2020-01-26,S08000015,All,Medical (incl. Cardiology & Cancer),612,669,-8.5
2020,1,2020-01-26,S08000015,All,Paediatrics (medical & surgical),147,148,-0.7
2020,1,2020-01-26,S08000015,All,Paediatrics (medical),147,148,-0.7
2020,1,2020-01-26,S08000015,All,Surgery,271,340.5,-20.4
2020,1,2020-01-26,S08000016,All,All,247,249.5,-1
2020,1,2020-01-26,S08000016,All,Cardiology,7,9.5,-26.3
2020,1,2020-01-26,S08000016,All,Community,15,20.5,-26.8
2020,1,2020-01-26,S08000016,All,Medical (excl. Cardiology & Cancer),135,129,4.7
2020,1,2020-01-26,S08000016,All,Medical (incl. Cardiology & Cancer),142,138.5,2.5
2020,1,2020-01-26,S08000016,All,Paediatrics (medical & surgical),37,28,32.1
2020,1,2020-01-26,S08000016,All,Paediatrics (medical),37,28,32.1
2020,1,2020-01-26,S08000016,All,Surgery,53,62,-14.5
2020,1,2020-01-26,S08000017,All,All,422,445,-5.2
2020,1,2020-01-26,S08000017,All,Cardiology,5,5,0
2020,1,2020-01-26,S08000017,All,Community,34,34.5,-1.4
2020,1,2020-01-26,S08000017,All,Gynaecology,14,12.5,12
2020,1,2020-01-26,S08000017,All,Medical (excl. Cardiology & Cancer),204,232,-12.1
2020,1,2020-01-26,S08000017,All,Medical (incl. Cardiology & Cancer),209,237,-11.8
2020,1,2020-01-26,S08000017,All,Paediatrics (medical & surgical),49,48.5,1
2020,1,2020-01-26,S08000017,All,Paediatrics (medical),49,48.5,1
2020,1,2020-01-26,S08000017,All,Surgery,116,112.5,3.1
2020,1,2020-01-26,S08000019,All,All,782,1392,-43.8
2020,1,2020-01-26,S08000019,All,Cardiology,5,6.5,-23.1
2020,1,2020-01-26,S08000019,All,Gynaecology,32,62.5,-48.8
2020,1,2020-01-26,S08000019,All,Medical (excl. Cardiology & Cancer),464,782,-40.7
2020,1,2020-01-26,S08000019,All,Medical (incl. Cardiology & Cancer),469,788.5,-40.5
2020,1,2020-01-26,S08000019,All,Paediatrics (medical & surgical),52,183,-71.6
2020,1,2020-01-26,S08000019,All,Paediatrics (medical),52,183,-71.6
2020,1,2020-01-26,S08000019,All,Surgery,226,341.5,-33.8
2020,1,2020-01-26,S08000020,All,Accident & Emergency,63,44.5,41.6
2020,1,2020-01-26,S08000020,All,All,1336,1372.5,-2.7
2020,1,2020-01-26,S08000020,All,Cancer,30,31.5,-4.8
2020,1,2020-01-26,S08000020,All,Cardiology,36,40.5,-11.1
2020,1,2020-01-26,S08000020,All,Community,53,59.5,-10.9
2020,1,2020-01-26,S08000020,All,Gynaecology,33,33.5,-1.5
2020,1,2020-01-26,S08000020,All,Medical (excl. Cardiology & Cancer),504,550.5,-8.4
2020,1,2020-01-26,S08000020,All,Medical (incl. Cardiology & Cancer),570,622.5,-8.4
2020,1,2020-01-26,S08000020,All,Paediatrics (medical & surgical),140,121.5,15.2
2020,1,2020-01-26,S08000020,All,Paediatrics (medical),126,106,18.9
2020,1,2020-01-26,S08000020,All,Paediatrics (surgical),14,15.5,-9.7
2020,1,2020-01-26,S08000020,All,Surgery,477,489.5,-2.6
2020,1,2020-01-26,S08000022,All,All,775,792,-2.1
2020,1,2020-01-26,S08000022,All,Cardiology,9,15.5,-41.9
2020,1,2020-01-26,S08000022,All,Community,100,90.5,10.5
2020,1,2020-01-26,S08000022,All,Gynaecology,30,17.5,71.4
2020,1,2020-01-26,S08000022,All,Medical (excl. Cardiology & Cancer),293,356.5,-17.8
2020,1,2020-01-26,S08000022,All,Medical (incl. Cardiology & Cancer),305,379.5,-19.6
2020,1,2020-01-26,S08000022,All,Paediatrics (medical & surgical),87,81,7.4
2020,1,2020-01-26,S08000022,All,Paediatrics (medical),87,80,8.8
2020,1,2020-01-26,S08000022,All,Surgery,253,223.5,13.2
2020,1,2020-01-26,S08000024,All,Accident & Emergency,238,47.5,401.1
2020,1,2020-01-26,S08000024,All,All,2458,2152.5,14.2
2020,1,2020-01-26,S08000024,All,Cancer,111,77,44.2
2020,1,2020-01-26,S08000024,All,Cardiology,92,81,13.6
2020,1,2020-01-26,S08000024,All,Gynaecology,59,54,9.3
2020,1,2020-01-26,S08000024,All,Medical (excl. Cardiology & Cancer),980,945,3.7
2020,1,2020-01-26,S08000024,All,Medical (incl. Cardiology & Cancer),1183,1103,7.3
2020,1,2020-01-26,S08000024,All,Paediatrics (medical & surgical),223,193.5,15.2
2020,1,2020-01-26,S08000024,All,Paediatrics (medical),190,168.5,12.8
2020,1,2020-01-26,S08000024,All,Paediatrics (surgical),33,25,32
2020,1,2020-01-26,S08000024,All,Surgery,754,754.5,-0.1
2020,1,2020-01-26,S08000025,All,All,25,42,-40.5
2020,1,2020-01-26,S08000025,All,Medical (excl. Cardiology & Cancer),14,27.5,-49.1
2020,1,2020-01-26,S08000025,All,Medical (incl. Cardiology & Cancer),14,28,-50
2020,1,2020-01-26,S08000025,All,Surgery,11,14,-21.4
2020,1,2020-01-26,S08000026,All,All,45,38.5,16.9
2020,1,2020-01-26,S08000026,All,Medical (excl. Cardiology & Cancer),19,25,-24
2020,1,2020-01-26,S08000026,All,Medical (incl. Cardiology & Cancer),19,25,-24
2020,1,2020-01-26,S08000026,All,Surgery,25,12,108.3
2020,1,2020-01-26,S08000028,All,All,65,79.5,-18.2
2020,1,2020-01-26,S08000028,All,Community,7,13.5,-48.1
2020,1,2020-01-26,S08000028,All,Medical (excl. Cardiology & Cancer),32,34,-5.9
2020,1,2020-01-26,S08000028,All,Medical (incl. Cardiology & Cancer),32,34,-5.9
2020,1,2020-01-26,S08000028,All,Surgery,21,26.5,-20.8
2020,1,2020-01-26,S08000029,All,Accident & Emergency,63,54.5,15.6
2020,1,2020-01-26,S08000029,All,All,942,917,2.7
2020,1,2020-01-26,S08000029,All,Cardiology,40,26,53.8
2020,1,2020-01-26,S08000029,All,Community,18,11.5,56.5
2020,1,2020-01-26,S08000029,All,Gynaecology,22,35.5,-38
2020,1,2020-01-26,S08000029,All,Medical (excl. Cardiology & Cancer),453,453,0
2020,1,2020-01-26,S08000029,All,Medical (incl. Cardiology & Cancer),493,479,2.9
2020,1,2020-01-26,S08000029,All,Paediatrics (medical & surgical),98,81,21
2020,1,2020-01-26,S08000029,All,Paediatrics (medical),98,81,21
2020,1,2020-01-26,S08000029,All,Surgery,248,254,-2.4
2020,1,2020-01-26,S08000030,All,Accident & Emergency,67,56,19.6
2020,1,2020-01-26,S08000030,All,All,1293,1309,-1.2
2020,1,2020-01-26,S08000030,All,Cancer,28,27.5,1.8
2020,1,2020-01-26,S08000030,All,Cardiology,39,43,-9.3
2020,1,2020-01-26,S08000030,All,Community,13,23,-43.5
2020,1,2020-01-26,S08000030,All,Gynaecology,35,38.5,-9.1
2020,1,2020-01-26,S08000030,All,Medical (excl. Cardiology & Cancer),543,551,-1.5
2020,1,2020-01-26,S08000030,All,Medical (incl. Cardiology & Cancer),610,621.5,-1.9
2020,1,2020-01-26,S08000030,All,Paediatrics (medical & surgical),142,172,-17.4
2020,1,2020-01-26,S08000030,All,Paediatrics (medical),142,170,-16.5
2020,1,2020-01-26,S08000030,All,Surgery,424,397,6.8
2020,1,2020-01-26,S08000031,All,Accident & Emergency,29,45.5,-36.3
2020,1,2020-01-26,S08000031,All,All,4162,4120.5,1
2020,1,2020-01-26,S08000031,All,Cancer,87,86.5,0.6
2020,1,2020-01-26,S08000031,All,Cardiology,142,151,-6
2020,1,2020-01-26,S08000031,All,Gynaecology,148,147.5,0.3
2020,1,2020-02-02,S08000029,All,Surgery,242,236.5,2.3
2020,1,2020-01-26,S08000031,All,Medical (excl. Cardiology & Cancer),1981,1952,1.5
2020,1,2020-01-26,S08000031,All,Medical (incl. Cardiology & Cancer),2210,2189.5,0.9
2020,1,2020-01-26,S08000031,All,Paediatrics (medical & surgical),334,296,12.8
2020,1,2020-01-26,S08000031,All,Paediatrics (medical),292,263,11
2020,1,2020-01-26,S08000031,All,Paediatrics (surgical),42,33,27.3
2020,1,2020-01-26,S08000031,All,Surgery,1437,1441,-0.3
2020,1,2020-01-26,S08000032,All,All,1625,1831.5,-11.3
2020,1,2020-01-26,S08000032,All,Cardiology,74,73,1.4
2020,1,2020-01-26,S08000032,All,Gynaecology,33,43.5,-24.1
2020,1,2020-01-26,S08000032,All,Medical (excl. Cardiology & Cancer),870,968,-10.1
2020,1,2020-01-26,S08000032,All,Medical (incl. Cardiology & Cancer),944,1041.5,-9.4
2020,1,2020-01-26,S08000032,All,Paediatrics (medical & surgical),179,259.5,-31
2020,1,2020-01-26,S08000032,All,Paediatrics (medical),179,257,-30.4
2020,1,2020-01-26,S08000032,All,Surgery,465,480,-3.1
2020,1,2020-01-26,S92000003,All,Accident & Emergency,475,285,66.7
2020,1,2020-01-26,S92000003,All,All,15216,15912.5,-4.4
2020,1,2020-01-26,S92000003,All,Cancer,259,231,12.1
2020,1,2020-01-26,S92000003,All,Cardiology,465,467.5,-0.5
2020,1,2020-01-26,S92000003,All,Community,240,253,-5.1
2020,1,2020-01-26,S92000003,All,Gynaecology,408,447.5,-8.8
2020,1,2020-01-26,S92000003,All,Medical (excl. Cardiology & Cancer),7088,7658,-7.4
2020,1,2020-01-26,S92000003,All,Medical (incl. Cardiology & Cancer),7812,8356.5,-6.5
2020,1,2020-01-26,S92000003,All,Paediatrics (medical & surgical),1492,1616.5,-7.7
2020,1,2020-01-26,S92000003,All,Paediatrics (medical),1403,1537.5,-8.7
2020,1,2020-01-26,S92000003,All,Paediatrics (surgical),89,79,12.7
2020,1,2020-01-26,S92000003,All,Surgery,4781,4948.5,-3.4
2020,1,2020-02-02,S08000015,All,Accident & Emergency,8,28,-71.4
2020,1,2020-02-02,S08000015,All,All,1048,1153,-9.1
2020,1,2020-02-02,S08000015,All,Cardiology,14,18,-22.2
2020,1,2020-02-02,S08000015,All,Medical (excl. Cardiology & Cancer),577,657.5,-12.2
2020,1,2020-02-02,S08000015,All,Medical (incl. Cardiology & Cancer),592,675.5,-12.4
2020,1,2020-02-02,S08000015,All,Paediatrics (medical & surgical),153,159,-3.8
2020,1,2020-02-02,S08000015,All,Paediatrics (medical),153,159,-3.8
2020,1,2020-02-02,S08000015,All,Surgery,295,290.5,1.5
2020,1,2020-02-02,S08000016,All,All,261,256,2
2020,1,2020-02-02,S08000016,All,Cardiology,11,6.5,69.2
2020,1,2020-02-02,S08000016,All,Community,10,20.5,-51.2
2020,1,2020-02-09,S08000020,All,All,1364,1369,-0.4
2020,1,2020-02-02,S08000016,All,Medical (excl. Cardiology & Cancer),142,130.5,8.8
2020,1,2020-02-02,S08000016,All,Medical (incl. Cardiology & Cancer),153,137,11.7
2020,1,2020-02-02,S08000016,All,Paediatrics (medical & surgical),37,34.5,7.2
2020,1,2020-02-02,S08000016,All,Paediatrics (medical),37,34.5,7.2
2020,1,2020-02-02,S08000016,All,Surgery,61,64,-4.7
2020,1,2020-02-02,S08000017,All,All,433,455,-4.8
2020,1,2020-02-02,S08000017,All,Community,30,33.5,-10.4
2020,1,2020-02-02,S08000017,All,Gynaecology,24,19,26.3
2020,1,2020-02-02,S08000017,All,Medical (excl. Cardiology & Cancer),202,221,-8.6
2020,1,2020-02-02,S08000017,All,Medical (incl. Cardiology & Cancer),204,224.5,-9.1
2020,1,2020-02-02,S08000017,All,Paediatrics (medical & surgical),52,51,2
2020,1,2020-02-02,S08000017,All,Paediatrics (medical),52,51,2
2020,1,2020-02-02,S08000017,All,Surgery,123,126.5,-2.8
2020,1,2020-02-02,S08000019,All,All,786,1359.5,-42.2
2020,1,2020-02-02,S08000019,All,Cardiology,6,15.5,-61.3
2020,1,2020-02-02,S08000019,All,Gynaecology,27,64.5,-58.1
2020,1,2020-02-02,S08000019,All,Medical (excl. Cardiology & Cancer),473,740,-36.1
2020,1,2020-02-02,S08000019,All,Medical (incl. Cardiology & Cancer),479,755.5,-36.6
2020,1,2020-02-02,S08000019,All,Paediatrics (medical & surgical),92,152,-39.5
2020,1,2020-02-02,S08000019,All,Paediatrics (medical),92,152,-39.5
2020,1,2020-02-02,S08000019,All,Surgery,185,374.5,-50.6
2020,1,2020-02-02,S08000020,All,Accident & Emergency,66,39,69.2
2020,1,2020-02-02,S08000020,All,All,1373,1325,3.6
2020,1,2020-02-02,S08000020,All,Cancer,42,28,50
2020,1,2020-02-02,S08000020,All,Cardiology,32,39.5,-19
2020,1,2020-02-02,S08000020,All,Community,44,56,-21.4
2020,1,2020-02-02,S08000020,All,Gynaecology,33,32.5,1.5
2020,1,2020-02-02,S08000020,All,Medical (excl. Cardiology & Cancer),504,511,-1.4
2020,1,2020-02-02,S08000020,All,Medical (incl. Cardiology & Cancer),578,578.5,-0.1
2020,1,2020-02-02,S08000020,All,Paediatrics (medical & surgical),142,141.5,0.4
2020,1,2020-02-02,S08000020,All,Paediatrics (medical),120,126.5,-5.1
2020,1,2020-02-02,S08000020,All,Paediatrics (surgical),22,15,46.7
2020,1,2020-02-02,S08000020,All,Surgery,510,474.5,7.5
2020,1,2020-02-02,S08000022,All,All,771,804,-4.1
2020,1,2020-02-02,S08000022,All,Cancer,7,7,0
2020,1,2020-02-02,S08000022,All,Cardiology,10,14,-28.6
2020,1,2020-02-02,S08000022,All,Community,81,98.5,-17.8
2020,1,2020-02-02,S08000022,All,Gynaecology,24,27.5,-12.7
2020,1,2020-02-02,S08000022,All,Medical (excl. Cardiology & Cancer),333,351.5,-5.3
2020,1,2020-02-02,S08000022,All,Medical (incl. Cardiology & Cancer),350,372.5,-6
2020,1,2020-02-02,S08000022,All,Paediatrics (medical & surgical),74,75.5,-2
2020,1,2020-02-02,S08000022,All,Paediatrics (medical),74,75.5,-2
2020,1,2020-02-02,S08000022,All,Surgery,242,230,5.2
2020,1,2020-02-02,S08000024,All,Accident & Emergency,266,50,432
2020,1,2020-02-02,S08000024,All,All,2423,2212,9.5
2020,1,2020-02-02,S08000024,All,Cancer,114,69,65.2
2020,1,2020-02-02,S08000024,All,Cardiology,69,76.5,-9.8
2020,1,2020-02-02,S08000024,All,Gynaecology,62,57.5,7.8
2020,1,2020-02-02,S08000024,All,Medical (excl. Cardiology & Cancer),939,990,-5.2
2020,1,2020-02-02,S08000024,All,Medical (incl. Cardiology & Cancer),1122,1135.5,-1.2
2020,1,2020-02-02,S08000024,All,Paediatrics (medical & surgical),180,198,-9.1
2020,1,2020-02-02,S08000024,All,Paediatrics (medical),155,170.5,-9.1
2020,1,2020-02-02,S08000024,All,Paediatrics (surgical),25,27.5,-9.1
2020,1,2020-02-02,S08000024,All,Surgery,793,770.5,2.9
2020,1,2020-02-02,S08000025,All,All,37,39.5,-6.3
2020,1,2020-02-02,S08000025,All,Medical (excl. Cardiology & Cancer),21,22,-4.5
2020,1,2020-02-02,S08000025,All,Medical (incl. Cardiology & Cancer),21,23,-8.7
2020,1,2020-02-02,S08000025,All,Surgery,15,15,0
2020,1,2020-02-02,S08000026,All,All,39,48,-18.8
2020,1,2020-02-02,S08000026,All,Medical (excl. Cardiology & Cancer),24,24,0
2020,1,2020-02-02,S08000026,All,Medical (incl. Cardiology & Cancer),24,24,0
2020,1,2020-02-02,S08000026,All,Surgery,15,24,-37.5
2020,1,2020-02-02,S08000028,All,All,76,87.5,-13.1
2020,1,2020-02-02,S08000028,All,Community,6,14.5,-58.6
2020,1,2020-02-02,S08000028,All,Medical (excl. Cardiology & Cancer),38,38,0
2020,1,2020-02-02,S08000028,All,Medical (incl. Cardiology & Cancer),38,39,-2.6
2020,1,2020-02-02,S08000028,All,Surgery,28,24,16.7
2020,1,2020-02-02,S08000029,All,Accident & Emergency,55,59.5,-7.6
2020,1,2020-02-02,S08000029,All,All,943,920.5,2.4
2020,1,2020-02-02,S08000029,All,Cardiology,38,34.5,10.1
2020,1,2020-02-02,S08000029,All,Community,11,10,10
2020,1,2020-02-02,S08000029,All,Gynaecology,32,35.5,-9.9
2020,1,2020-02-02,S08000029,All,Medical (excl. Cardiology & Cancer),449,442.5,1.5
2020,1,2020-02-02,S08000029,All,Medical (incl. Cardiology & Cancer),487,477,2.1
2020,1,2020-02-02,S08000029,All,Paediatrics (medical & surgical),116,99.5,16.6
2020,1,2020-02-02,S08000029,All,Paediatrics (medical),116,98.5,17.8
2020,1,2020-02-02,S08000030,All,Accident & Emergency,66,70.5,-6.4
2020,1,2020-02-02,S08000030,All,All,1297,1285.5,0.9
2020,1,2020-02-02,S08000030,All,Cancer,19,18,5.6
2020,1,2020-02-02,S08000030,All,Cardiology,40,35,14.3
2020,1,2020-02-02,S08000030,All,Community,9,23,-60.9
2020,1,2020-02-02,S08000030,All,Gynaecology,35,34.5,1.4
2020,1,2020-02-02,S08000030,All,Medical (excl. Cardiology & Cancer),547,538.5,1.6
2020,1,2020-02-02,S08000030,All,Medical (incl. Cardiology & Cancer),606,591.5,2.5
2020,1,2020-02-02,S08000030,All,Paediatrics (medical & surgical),146,158,-7.6
2020,1,2020-02-02,S08000030,All,Paediatrics (medical),146,155,-5.8
2020,1,2020-02-02,S08000030,All,Surgery,435,408,6.6
2020,1,2020-02-02,S08000031,All,Accident & Emergency,26,29,-10.3
2020,1,2020-02-02,S08000031,All,All,4190,4183.5,0.2
2020,1,2020-02-02,S08000031,All,Cancer,96,78.5,22.3
2020,1,2020-02-02,S08000031,All,Cardiology,133,153.5,-13.4
2020,1,2020-02-02,S08000031,All,Gynaecology,145,158.5,-8.5
2020,1,2020-02-02,S08000031,All,Medical (excl. Cardiology & Cancer),2013,1926,4.5
2020,1,2020-02-02,S08000031,All,Medical (incl. Cardiology & Cancer),2242,2158,3.9
2020,1,2020-02-02,S08000031,All,Paediatrics (medical & surgical),322,312,3.2
2020,1,2020-02-02,S08000031,All,Paediatrics (medical),284,279.5,1.6
2020,1,2020-02-02,S08000031,All,Paediatrics (surgical),38,32.5,16.9
2020,1,2020-02-02,S08000031,All,Surgery,1452,1523.5,-4.7
2020,1,2020-02-02,S08000032,All,Accident & Emergency,12,9.5,26.3
2020,1,2020-02-02,S08000032,All,All,1811,1786.5,1.4
2020,1,2020-02-02,S08000032,All,Cardiology,85,77,10.4
2020,1,2020-02-02,S08000032,All,Gynaecology,44,41,7.3
2020,1,2020-02-02,S08000032,All,Medical (excl. Cardiology & Cancer),945,962,-1.8
2020,1,2020-02-02,S08000032,All,Medical (incl. Cardiology & Cancer),1032,1039.5,-0.7
2020,1,2020-02-02,S08000032,All,Paediatrics (medical & surgical),189,218,-13.3
2020,1,2020-02-02,S08000032,All,Paediatrics (medical),189,218,-13.3
2020,1,2020-02-02,S08000032,All,Surgery,534,478.5,11.6
2020,1,2020-02-02,S92000003,All,Accident & Emergency,502,298.5,68.2
2020,1,2020-02-02,S92000003,All,All,15488,15915.5,-2.7
2020,1,2020-02-02,S92000003,All,Cancer,281,203,38.4
2020,1,2020-02-02,S92000003,All,Cardiology,440,473.5,-7.1
2020,1,2020-02-02,S92000003,All,Community,191,256,-25.4
2020,1,2020-02-02,S92000003,All,Gynaecology,427,476.5,-10.4
2020,1,2020-02-02,S92000003,All,Medical (excl. Cardiology & Cancer),7207,7554.5,-4.6
2020,1,2020-02-02,S92000003,All,Medical (incl. Cardiology & Cancer),7928,8231,-3.7
2020,1,2020-02-02,S92000003,All,Paediatrics (medical & surgical),1507,1604.5,-6.1
2020,1,2020-02-02,S92000003,All,Paediatrics (medical),1422,1525.5,-6.8
2020,1,2020-02-02,S92000003,All,Paediatrics (surgical),85,79,7.6
2020,1,2020-02-02,S92000003,All,Surgery,4930,5040,-2.2
2020,1,2020-02-09,S08000015,All,Accident & Emergency,5,18.5,-73
2020,1,2020-02-09,S08000015,All,All,999,1155,-13.5
2020,1,2020-02-09,S08000015,All,Cardiology,19,18.5,2.7
2020,1,2020-02-09,S08000015,All,Medical (excl. Cardiology & Cancer),571,626.5,-8.9
2020,1,2020-02-09,S08000015,All,Medical (incl. Cardiology & Cancer),590,645,-8.5
2020,1,2020-02-09,S08000015,All,Paediatrics (medical & surgical),112,158.5,-29.3
2020,1,2020-02-09,S08000015,All,Paediatrics (medical),112,158.5,-29.3
2020,1,2020-02-09,S08000015,All,Surgery,292,332.5,-12.2
2020,1,2020-02-09,S08000016,All,All,259,297,-12.8
2020,1,2020-02-09,S08000016,All,Cardiology,11,10.5,4.8
2020,1,2020-02-09,S08000016,All,Community,8,23.5,-66
2020,1,2020-02-09,S08000016,All,Medical (excl. Cardiology & Cancer),119,149.5,-20.4
2020,1,2020-02-09,S08000016,All,Medical (incl. Cardiology & Cancer),130,160,-18.8
2020,1,2020-02-09,S08000016,All,Paediatrics (medical & surgical),37,41,-9.8
2020,1,2020-02-09,S08000016,All,Paediatrics (medical),36,41,-12.2
2020,1,2020-02-09,S08000016,All,Surgery,83,72,15.3
2020,1,2020-02-09,S08000017,All,All,388,467,-16.9
2020,1,2020-02-09,S08000017,All,Community,35,35.5,-1.4
2020,1,2020-02-09,S08000017,All,Gynaecology,17,18.5,-8.1
2020,1,2020-02-09,S08000017,All,Medical (excl. Cardiology & Cancer),185,212,-12.7
2020,1,2020-02-09,S08000017,All,Medical (incl. Cardiology & Cancer),186,216.5,-14.1
2020,1,2020-02-09,S08000017,All,Paediatrics (medical & surgical),53,60.5,-12.4
2020,1,2020-02-09,S08000017,All,Paediatrics (medical),53,60.5,-12.4
2020,1,2020-02-09,S08000017,All,Surgery,97,136,-28.7
2020,1,2020-02-09,S08000019,All,All,751,1347,-44.2
2020,1,2020-02-09,S08000019,All,Gynaecology,28,63,-55.6
2020,1,2020-02-09,S08000019,All,Medical (excl. Cardiology & Cancer),443,786,-43.6
2020,1,2020-02-09,S08000019,All,Medical (incl. Cardiology & Cancer),446,804.5,-44.6
2020,1,2020-02-09,S08000019,All,Paediatrics (medical & surgical),69,155,-55.5
2020,1,2020-02-09,S08000019,All,Paediatrics (medical),69,155,-55.5
2020,1,2020-02-09,S08000019,All,Surgery,205,314.5,-34.8
2020,1,2020-02-09,S08000020,All,Accident & Emergency,59,39.5,49.4
2020,1,2020-02-09,S08000020,All,Cancer,37,28.5,29.8
2020,1,2020-02-09,S08000020,All,Cardiology,37,37.5,-1.3
2020,1,2020-02-09,S08000020,All,Community,46,72.5,-36.6
2020,1,2020-02-09,S08000020,All,Gynaecology,29,31,-6.5
2020,1,2020-02-09,S08000020,All,Medical (excl. Cardiology & Cancer),481,541.5,-11.2
2020,1,2020-02-09,S08000020,All,Medical (incl. Cardiology & Cancer),555,607.5,-8.6
2020,1,2020-02-09,S08000020,All,Paediatrics (medical & surgical),144,148,-2.7
2020,1,2020-02-09,S08000020,All,Paediatrics (medical),129,136,-5.1
2020,1,2020-02-09,S08000020,All,Paediatrics (surgical),15,12,25
