year,quarter,hb,location,admission_type,simd,episodes,length_of_episode,average_length_of_episode,stays,length_of_stay,average_length_of_stay
2016,4,S08000015,S08000015,Elective Inpatients,3,297,862,2.9023569023569,306,940,3.0718954248366
2017,1,S08000015,S08000015,Elective Inpatients,3,302,821,2.71854304635762,316,1079,3.41455696202532
2019,4,S08000015,A111H,Elective Inpatients,NA,0,0,NA,0,0,NA
2017,2,S08000015,S08000015,Elective Inpatients,3,252,757,3.00396825396825,264,905,3.4280303030303
2017,3,S08000015,S08000015,Elective Inpatients,3,270,650,2.40740740740741,279,850,3.04659498207885
2017,4,S08000015,S08000015,Elective Inpatients,3,261,675,2.58620689655172,278,906,3.2589928057554
2018,1,S08000015,S08000015,Elective Inpatients,3,242,805,3.32644628099174,258,1105,4.28294573643411
2018,2,S08000015,S08000015,Elective Inpatients,3,238,527,2.21428571428571,246,651,2.64634146341463
2018,3,S08000015,S08000015,Elective Inpatients,3,247,648,2.62348178137652,260,865,3.32692307692308
2018,4,S08000015,S08000015,Elective Inpatients,3,302,729,2.41390728476821,319,956,2.99686520376176
2019,1,S08000015,S08000015,Elective Inpatients,3,290,545,1.87931034482759,294,706,2.40136054421769
2019,2,S08000015,S08000015,Elective Inpatients,3,297,749,2.52188552188552,309,1067,3.45307443365696
2019,3,S08000015,S08000015,Elective Inpatients,3,259,766,2.95752895752896,269,863,3.20817843866171
2019,4,S08000015,S08000015,Elective Inpatients,3,241,664,2.7551867219917,253,901,3.56126482213439
2020,1,S08000015,S08000015,Elective Inpatients,3,247,740,2.99595141700405,254,1032,4.06299212598425
2020,2,S08000015,S08000015,Elective Inpatients,3,68,157,2.30882352941176,69,185,2.68115942028985
2020,3,S08000015,S08000015,Elective Inpatients,3,145,522,3.6,147,533,3.62585034013605
2020,4,S08000015,S08000015,Elective Inpatients,3,117,238,2.03418803418803,126,552,4.38095238095238
2021,1,S08000015,S08000015,Elective Inpatients,3,58,131,2.25862068965517,59,179,3.03389830508475
2021,2,S08000015,S08000015,Elective Inpatients,3,156,379,2.42948717948718,170,523,3.07647058823529
2016,2,S08000015,S08000015,Elective Inpatients,4,213,465,2.1830985915493,223,642,2.87892376681614
2016,3,S08000015,S08000015,Elective Inpatients,4,197,405,2.05583756345178,203,517,2.54679802955665
2016,4,S08000015,S08000015,Elective Inpatients,4,226,592,2.61946902654867,237,729,3.07594936708861
2017,1,S08000015,S08000015,Elective Inpatients,4,226,701,3.10176991150442,233,821,3.52360515021459
2017,2,S08000015,S08000015,Elective Inpatients,4,220,613,2.78636363636364,227,867,3.81938325991189
2017,3,S08000015,S08000015,Elective Inpatients,4,256,708,2.765625,261,996,3.81609195402299
2017,4,S08000015,S08000015,Elective Inpatients,4,223,516,2.31390134529148,238,717,3.01260504201681
2017,1,S08000016,B120H,Elective Inpatients,NA,5,20,4,5,20,4
2018,1,S08000015,S08000015,Elective Inpatients,4,182,471,2.58791208791209,191,607,3.17801047120419
2018,2,S08000015,S08000015,Elective Inpatients,4,207,559,2.70048309178744,212,743,3.50471698113208
2018,3,S08000015,S08000015,Elective Inpatients,4,210,521,2.48095238095238,222,825,3.71621621621622
2018,4,S08000015,S08000015,Elective Inpatients,4,218,613,2.81192660550459,226,783,3.4646017699115
2019,1,S08000015,S08000015,Elective Inpatients,4,247,583,2.36032388663968,247,657,2.65991902834008
2019,2,S08000015,S08000015,Elective Inpatients,4,231,633,2.74025974025974,249,918,3.68674698795181
2019,3,S08000015,S08000015,Elective Inpatients,4,231,632,2.73593073593074,238,805,3.38235294117647
2019,4,S08000015,S08000015,Elective Inpatients,4,202,486,2.40594059405941,208,577,2.77403846153846
2020,1,S08000015,S08000015,Elective Inpatients,4,191,526,2.75392670157068,192,620,3.22916666666667
2020,2,S08000015,S08000015,Elective Inpatients,4,37,94,2.54054054054054,38,218,5.73684210526316
2020,3,S08000015,S08000015,Elective Inpatients,4,84,214,2.54761904761905,86,260,3.02325581395349
2020,4,S08000015,S08000015,Elective Inpatients,4,102,230,2.25490196078431,108,428,3.96296296296296
2021,1,S08000015,S08000015,Elective Inpatients,4,46,106,2.30434782608696,51,158,3.09803921568627
2021,2,S08000015,S08000015,Elective Inpatients,4,125,256,2.048,132,428,3.24242424242424
2016,2,S08000015,S08000015,Elective Inpatients,5,196,550,2.80612244897959,209,630,3.01435406698565
2016,3,S08000015,S08000015,Elective Inpatients,5,187,460,2.45989304812834,194,667,3.43814432989691
2016,4,S08000015,S08000015,Elective Inpatients,5,215,634,2.94883720930233,220,834,3.79090909090909
2017,1,S08000015,S08000015,Elective Inpatients,5,203,571,2.8128078817734,212,829,3.91037735849057
2017,2,S08000015,S08000015,Elective Inpatients,5,160,525,3.28125,171,568,3.32163742690058
2017,3,S08000015,S08000015,Elective Inpatients,5,174,581,3.33908045977011,176,776,4.40909090909091
2017,4,S08000015,S08000015,Elective Inpatients,5,159,535,3.36477987421384,170,690,4.05882352941176
2018,1,S08000015,S08000015,Elective Inpatients,5,155,377,2.43225806451613,166,556,3.34939759036145
2018,2,S08000015,S08000015,Elective Inpatients,5,149,450,3.02013422818792,159,787,4.9496855345912
2018,3,S08000015,S08000015,Elective Inpatients,5,159,442,2.77987421383648,166,569,3.42771084337349
2020,3,S08000031,G516H,Elective Inpatients,NA,0,0,NA,0,0,NA
2018,4,S08000015,S08000015,Elective Inpatients,5,164,391,2.38414634146341,176,1213,6.89204545454545
2019,1,S08000015,S08000015,Elective Inpatients,5,205,518,2.52682926829268,214,684,3.19626168224299
2019,2,S08000015,S08000015,Elective Inpatients,5,199,566,2.84422110552764,201,737,3.66666666666667
2019,3,S08000015,S08000015,Elective Inpatients,5,142,374,2.63380281690141,148,452,3.05405405405405
2019,4,S08000015,S08000015,Elective Inpatients,5,169,534,3.15976331360947,175,693,3.96
2020,1,S08000015,S08000015,Elective Inpatients,5,151,362,2.39735099337748,158,495,3.13291139240506
2020,2,S08000015,S08000015,Elective Inpatients,5,42,91,2.16666666666667,46,128,2.78260869565217
2020,3,S08000015,S08000015,Elective Inpatients,5,90,177,1.96666666666667,91,201,2.20879120879121
2020,4,S08000015,S08000015,Elective Inpatients,5,90,221,2.45555555555556,97,338,3.48453608247423
2021,1,S08000015,S08000015,Elective Inpatients,5,32,116,3.625,32,139,4.34375
2021,2,S08000015,S08000015,Elective Inpatients,5,97,341,3.51546391752577,103,393,3.81553398058252
2017,2,S08000015,S08000015,Elective Inpatients,NA,0,0,NA,0,0,NA
2019,4,S08000015,S08000015,Elective Inpatients,NA,0,0,NA,0,0,NA
2020,1,S08000015,S08000015,Elective Inpatients,NA,0,0,NA,0,0,NA
2021,1,S08000015,S08000015,Elective Inpatients,NA,0,0,NA,0,0,NA
2016,2,S08000015,A210H,Elective Inpatients,1,250,640,2.56,255,839,3.29019607843137
2016,3,S08000015,A210H,Elective Inpatients,1,185,528,2.85405405405405,195,804,4.12307692307692
2016,4,S08000015,A210H,Elective Inpatients,1,210,695,3.30952380952381,210,743,3.53809523809524
2017,1,S08000015,A210H,Elective Inpatients,1,220,632,2.87272727272727,225,738,3.28
2017,2,S08000015,A210H,Elective Inpatients,1,205,645,3.14634146341463,205,925,4.51219512195122
2017,3,S08000015,A210H,Elective Inpatients,1,175,479,2.73714285714286,180,636,3.53333333333333
2017,4,S08000015,A210H,Elective Inpatients,1,220,665,3.02272727272727,225,910,4.04444444444444
2018,1,S08000015,A210H,Elective Inpatients,1,198,555,2.8030303030303,200,634,3.17
2018,2,S08000015,A210H,Elective Inpatients,1,205,546,2.66341463414634,205,616,3.00487804878049
2018,3,S08000015,A210H,Elective Inpatients,1,165,478,2.8969696969697,180,765,4.25
2018,4,S08000015,A210H,Elective Inpatients,1,196,477,2.43367346938776,200,622,3.11
2018,1,S08000022,H103H,Transfers,NA,0,0,NA,0,0,NA
2019,1,S08000015,A210H,Elective Inpatients,1,170,381,2.24117647058824,175,493,2.81714285714286
2019,2,S08000015,A210H,Elective Inpatients,1,180,410,2.27777777777778,185,546,2.95135135135135
2019,3,S08000015,A210H,Elective Inpatients,1,155,460,2.96774193548387,155,586,3.78064516129032
2019,4,S08000015,A210H,Elective Inpatients,1,176,437,2.48295454545455,180,646,3.58888888888889
2020,1,S08000015,A210H,Elective Inpatients,1,189,464,2.45502645502645,195,652,3.34358974358974
2020,2,S08000015,A210H,Elective Inpatients,1,51,115,2.25490196078431,50,262,5.24
2020,3,S08000015,A210H,Elective Inpatients,1,132,373,2.82575757575758,130,391,3.00769230769231
2020,4,S08000015,A210H,Elective Inpatients,1,137,251,1.83211678832117,140,488,3.48571428571429
2021,1,S08000015,A210H,Elective Inpatients,1,57,177,3.10526315789474,60,377,6.28333333333333
2021,2,S08000015,A210H,Elective Inpatients,1,152,399,2.625,152,498,3.27631578947368
2016,2,S08000015,A210H,Elective Inpatients,2,218,719,3.29816513761468,220,696,3.16363636363636
2016,3,S08000015,A210H,Elective Inpatients,2,211,513,2.43127962085308,215,548,2.54883720930233
2016,4,S08000015,A210H,Elective Inpatients,2,217,609,2.80645161290323,225,771,3.42666666666667
2017,1,S08000015,A210H,Elective Inpatients,2,186,390,2.09677419354839,185,407,2.2
2017,2,S08000015,A210H,Elective Inpatients,2,205,575,2.80487804878049,205,540,2.63414634146341
2017,3,S08000015,A210H,Elective Inpatients,2,175,521,2.97714285714286,180,609,3.38333333333333
2017,4,S08000015,A210H,Elective Inpatients,2,186,592,3.18279569892473,190,854,4.49473684210526
2018,1,S08000015,A210H,Elective Inpatients,2,155,457,2.94838709677419,155,459,2.96129032258065
2018,2,S08000015,A210H,Elective Inpatients,2,165,468,2.83636363636364,175,689,3.93714285714286
2018,3,S08000015,A210H,Elective Inpatients,2,170,478,2.81176470588235,175,600,3.42857142857143
2018,4,S08000015,A210H,Elective Inpatients,2,175,450,2.57142857142857,180,633,3.51666666666667
2019,1,S08000015,A210H,Elective Inpatients,2,213,489,2.29577464788732,215,668,3.10697674418605
2019,2,S08000015,A210H,Elective Inpatients,2,170,390,2.29411764705882,176,557,3.16477272727273
2019,3,S08000015,A210H,Elective Inpatients,2,172,528,3.06976744186047,175,584,3.33714285714286
2019,4,S08000015,A210H,Elective Inpatients,2,160,436,2.725,165,554,3.35757575757576
2020,1,S08000015,A210H,Elective Inpatients,2,155,381,2.45806451612903,158,505,3.1962025316455702
2020,2,S08000015,A210H,Elective Inpatients,2,41,129,3.14634146341463,41,148,3.60975609756098
2020,3,S08000015,A210H,Elective Inpatients,2,127,322,2.53543307086614,135,412,3.05185185185185
2020,4,S08000015,A210H,Elective Inpatients,2,124,297,2.39516129032258,125,355,2.84
2021,1,S08000015,A210H,Elective Inpatients,2,53,120,2.26415094339623,55,140,2.54545454545455
2021,2,S08000015,A210H,Elective Inpatients,2,132,347,2.62878787878788,135,515,3.81481481481481
2016,2,S08000015,A210H,Elective Inpatients,3,155,446,2.87741935483871,155,541,3.49032258064516
2016,3,S08000015,A210H,Elective Inpatients,3,141,440,3.12056737588652,145,494,3.40689655172414
2016,4,S08000015,A210H,Elective Inpatients,3,160,427,2.66875,160,462,2.8875
2017,1,S08000015,A210H,Elective Inpatients,3,166,445,2.68072289156627,170,575,3.38235294117647
2017,2,S08000015,A210H,Elective Inpatients,3,126,387,3.07142857142857,130,478,3.67692307692308
2017,3,S08000015,A210H,Elective Inpatients,3,125,306,2.448,130,345,2.65384615384615
2017,4,S08000015,A210H,Elective Inpatients,3,133,338,2.54135338345865,135,398,2.94814814814815
2018,1,S08000015,A210H,Elective Inpatients,3,141,472,3.34751773049645,150,637,4.24666666666667
2018,2,S08000015,A210H,Elective Inpatients,3,124,310,2.5,125,349,2.792
2018,3,S08000015,A210H,Elective Inpatients,3,125,399,3.192,129,458,3.55038759689922
2018,4,S08000015,A210H,Elective Inpatients,3,159,454,2.85534591194969,165,546,3.30909090909091
2019,1,S08000015,A210H,Elective Inpatients,3,145,315,2.17241379310345,144,397,2.75694444444444
2019,2,S08000015,A210H,Elective Inpatients,3,158,398,2.51898734177215,160,594,3.7125
2019,3,S08000015,A210H,Elective Inpatients,3,135,391,2.8962962962963,135,443,3.28148148148148
2019,4,S08000015,A210H,Elective Inpatients,3,139,332,2.3884892086330902,140,444,3.17142857142857
2020,1,S08000015,A210H,Elective Inpatients,3,149,370,2.48322147651007,150,623,4.15333333333333
2020,2,S08000015,A210H,Elective Inpatients,3,37,68,1.83783783783784,37,83,2.24324324324324
2020,3,S08000015,A210H,Elective Inpatients,3,94,323,3.43617021276596,95,240,2.52631578947368
2020,4,S08000015,A210H,Elective Inpatients,3,86,167,1.94186046511628,90,428,4.75555555555556
2021,1,S08000015,A210H,Elective Inpatients,3,46,104,2.26086956521739,45,121,2.68888888888889
2021,2,S08000015,A210H,Elective Inpatients,3,106,249,2.34905660377358,110,309,2.80909090909091
2016,2,S08000015,A210H,Elective Inpatients,4,90,169,1.87777777777778,90,182,2.02222222222222
2016,3,S08000015,A210H,Elective Inpatients,4,99,221,2.23232323232323,95,236,2.48421052631579
2016,4,S08000015,A210H,Elective Inpatients,4,95,223,2.34736842105263,95,273,2.87368421052632
2017,1,S08000015,A210H,Elective Inpatients,4,111,395,3.55855855855856,113,373,3.30088495575221
2017,2,S08000015,A210H,Elective Inpatients,4,99,269,2.71717171717172,100,380,3.8
2017,3,S08000015,A210H,Elective Inpatients,4,95,237,2.49473684210526,95,402,4.23157894736842
2017,4,S08000015,A210H,Elective Inpatients,4,90,195,2.16666666666667,90,215,2.38888888888889
2018,1,S08000015,A210H,Elective Inpatients,4,76,197,2.59210526315789,75,241,3.21333333333333
2018,2,S08000015,A210H,Elective Inpatients,4,95,318,3.34736842105263,97,423,4.36082474226804
2018,3,S08000015,A210H,Elective Inpatients,4,88,267,3.03409090909091,95,435,4.57894736842105
2018,4,S08000015,A210H,Elective Inpatients,4,102,376,3.68627450980392,105,470,4.47619047619048
2019,1,S08000015,A210H,Elective Inpatients,4,104,287,2.75961538461538,100,304,3.04
2019,2,S08000015,A210H,Elective Inpatients,4,90,293,3.25555555555556,95,404,4.25263157894737
2019,3,S08000015,A210H,Elective Inpatients,4,110,273,2.48181818181818,110,299,2.71818181818182
2019,4,S08000015,A210H,Elective Inpatients,4,104,213,2.04807692307692,105,264,2.51428571428571
2020,1,S08000015,A210H,Elective Inpatients,4,112,277,2.47321428571429,112,315,2.8125
2020,2,S08000015,A210H,Elective Inpatients,4,25,57,2.28,25,170,6.8
2020,3,S08000015,A210H,Elective Inpatients,4,55,141,2.56363636363636,55,154,2.8
2020,4,S08000015,A210H,Elective Inpatients,4,62,126,2.03225806451613,60,231,3.85
2021,1,S08000015,A210H,Elective Inpatients,4,28,53,1.89285714285714,31,63,2.03225806451613
2021,2,S08000015,A210H,Elective Inpatients,4,76,136,1.78947368421053,75,244,3.25333333333333
2016,2,S08000015,A210H,Elective Inpatients,5,120,347,2.89166666666667,120,356,2.96666666666667
2016,3,S08000015,A210H,Elective Inpatients,5,100,263,2.63,105,398,3.79047619047619
2020,4,S08000031,G516H,Elective Inpatients,NA,5,5,1,5,5,1
2016,4,S08000015,A210H,Elective Inpatients,5,130,342,2.63076923076923,130,457,3.51538461538462
2017,1,S08000015,A210H,Elective Inpatients,5,124,385,3.10483870967742,126,574,4.55555555555556
2017,2,S08000015,A210H,Elective Inpatients,5,85,294,3.45882352941176,90,316,3.51111111111111
2017,3,S08000015,A210H,Elective Inpatients,5,96,336,3.5,100,373,3.73
2017,4,S08000015,A210H,Elective Inpatients,5,81,310,3.82716049382716,85,388,4.56470588235294
2018,1,S08000015,A210H,Elective Inpatients,5,87,249,2.86206896551724,90,344,3.82222222222222
2018,2,S08000015,A210H,Elective Inpatients,5,69,269,3.89855072463768,75,547,7.29333333333333
2018,3,S08000015,A210H,Elective Inpatients,5,75,239,3.18666666666667,75,350,4.66666666666667
2018,4,S08000015,A210H,Elective Inpatients,5,102,211,2.06862745098039,102,248,2.43137254901961
2019,1,S08000015,A210H,Elective Inpatients,5,106,299,2.82075471698113,108,357,3.30555555555556
2019,2,S08000015,A210H,Elective Inpatients,5,102,313,3.06862745098039,103,404,3.92233009708738
2019,3,S08000015,A210H,Elective Inpatients,5,72,195,2.70833333333333,73,224,3.06849315068493
2019,4,S08000015,A210H,Elective Inpatients,5,98,212,2.16326530612245,100,229,2.29
2020,1,S08000015,A210H,Elective Inpatients,5,94,255,2.71276595744681,100,330,3.3
2020,2,S08000015,A210H,Elective Inpatients,5,26,63,2.42307692307692,30,71,2.36666666666667
2020,3,S08000015,A210H,Elective Inpatients,5,55,91,1.65454545454545,55,106,1.92727272727273
2020,4,S08000015,A210H,Elective Inpatients,5,65,182,2.8,65,255,3.92307692307692
2021,1,S08000015,A210H,Elective Inpatients,5,22,64,2.90909090909091,20,84,4.2
2021,2,S08000015,A210H,Elective Inpatients,5,55,124,2.25454545454545,55,195,3.54545454545455
2020,1,S08000015,A210H,Elective Inpatients,NA,0,0,NA,0,0,NA
2021,1,S08000015,A210H,Elective Inpatients,NA,0,0,NA,0,0,NA
2016,2,S08000015,A111H,Elective Inpatients,1,276,743,2.69202898550725,300,1073,3.57666666666667
2016,3,S08000015,A111H,Elective Inpatients,1,262,703,2.68320610687023,277,959,3.46209386281588
2016,4,S08000015,A111H,Elective Inpatients,1,270,765,2.83333333333333,307,1092,3.55700325732899
2017,1,S08000015,A111H,Elective Inpatients,1,287,736,2.56445993031359,305,850,2.78688524590164
2017,2,S08000015,A111H,Elective Inpatients,1,268,776,2.8955223880597,295,989,3.35254237288136
2017,3,S08000015,A111H,Elective Inpatients,1,274,688,2.51094890510949,285,1021,3.58245614035088
2017,4,S08000015,A111H,Elective Inpatients,1,252,654,2.5952380952381,280,884,3.15714285714286
2018,1,S08000015,A111H,Elective Inpatients,1,220,545,2.47727272727273,235,686,2.91914893617021
2018,2,S08000015,A111H,Elective Inpatients,1,255,766,3.00392156862745,275,1024,3.72363636363636
2018,3,S08000015,A111H,Elective Inpatients,1,231,518,2.24242424242424,245,640,2.61224489795918
2018,4,S08000015,A111H,Elective Inpatients,1,234,571,2.44017094017094,255,789,3.09411764705882
2019,1,S08000015,A111H,Elective Inpatients,1,251,463,1.84462151394422,270,810,3
2019,2,S08000015,A111H,Elective Inpatients,1,249,535,2.14859437751004,270,760,2.81481481481481
2019,3,S08000015,A111H,Elective Inpatients,1,219,558,2.54794520547945,250,724,2.896
2019,4,S08000015,A111H,Elective Inpatients,1,183,554,3.02732240437158,205,722,3.5219512195122
2020,1,S08000015,A111H,Elective Inpatients,1,130,398,3.06153846153846,152,500,3.28947368421053
2020,2,S08000015,A111H,Elective Inpatients,1,36,89,2.47222222222222,40,207,5.175
2020,3,S08000015,A111H,Elective Inpatients,1,75,279,3.72,85,402,4.72941176470588
2020,4,S08000015,A111H,Elective Inpatients,1,59,165,2.79661016949153,65,225,3.46153846153846
2021,1,S08000015,A111H,Elective Inpatients,1,39,151,3.87179487179487,45,223,4.95555555555556
2021,2,S08000015,A111H,Elective Inpatients,1,55,138,2.50909090909091,70,258,3.68571428571429
2016,2,S08000015,A111H,Elective Inpatients,2,190,649,3.41578947368421,211,782,3.70616113744076
2016,3,S08000015,A111H,Elective Inpatients,2,190,474,2.49473684210526,207,651,3.14492753623188
2016,4,S08000015,A111H,Elective Inpatients,2,195,489,2.50769230769231,214,762,3.5607476635514
2017,1,S08000015,A111H,Elective Inpatients,2,185,480,2.59459459459459,195,639,3.27692307692308
2017,2,S08000015,A111H,Elective Inpatients,2,190,473,2.48947368421053,210,669,3.18571428571429
2017,3,S08000015,A111H,Elective Inpatients,2,203,508,2.50246305418719,210,673,3.2047619047619
2017,4,S08000015,A111H,Elective Inpatients,2,155,433,2.79354838709677,165,520,3.15151515151515
2018,1,S08000015,A111H,Elective Inpatients,2,145,459,3.16551724137931,165,613,3.71515151515152
2018,2,S08000015,A111H,Elective Inpatients,2,181,486,2.68508287292818,195,624,3.2
2018,3,S08000015,A111H,Elective Inpatients,2,176,392,2.22727272727273,195,510,2.61538461538462
2018,4,S08000015,A111H,Elective Inpatients,2,160,656,4.1,170,761,4.47647058823529
2019,1,S08000015,A111H,Elective Inpatients,2,189,438,2.31746031746032,205,590,2.8780487804878
2019,2,S08000015,A111H,Elective Inpatients,2,180,373,2.07222222222222,190,521,2.74210526315789
2019,3,S08000015,A111H,Elective Inpatients,2,165,333,2.01818181818182,185,484,2.61621621621622
2019,4,S08000015,A111H,Elective Inpatients,2,163,409,2.50920245398773,175,540,3.08571428571429
2020,1,S08000015,A111H,Elective Inpatients,2,110,265,2.40909090909091,125,644,5.152
