local_authority,date_code,measurement,value,sex,age
Aberdeen City,2012-2014,95% Upper Confidence Limit,71.78,Female,10-14 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,62.76,Male,15-19 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,61.9,Male,15-19 years
Aberdeen City,2012-2014,Count,62.33,Male,15-19 years
Aberdeen City,2012-2014,Count,66.37,Female,15-19 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,65.97,Female,15-19 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,66.78,Female,15-19 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,57.91,Male,20-24 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,57.08,Male,20-24 years
Aberdeen City,2012-2014,Count,57.49,Male,20-24 years
Aberdeen City,2012-2014,Count,61.42,Female,20-24 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,61.02,Female,20-24 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,61.82,Female,20-24 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,53,Male,25-29 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,52.16,Male,25-29 years
Aberdeen City,2012-2014,Count,52.58,Male,25-29 years
Aberdeen City,2012-2014,Count,56.47,Female,25-29 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,56.07,Female,25-29 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,56.87,Female,25-29 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,48.15,Male,30-34 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,47.33,Male,30-34 years
Aberdeen City,2012-2014,Count,47.74,Male,30-34 years
Aberdeen City,2012-2014,Count,51.58,Female,30-34 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,51.18,Female,30-34 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,51.97,Female,30-34 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,43.36,Male,35-39 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,42.55,Male,35-39 years
Aberdeen City,2012-2014,Count,42.95,Male,35-39 years
Aberdeen City,2012-2014,Count,46.69,Female,35-39 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,46.3,Female,35-39 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,47.08,Female,35-39 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,38.65,Male,40-44 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,37.85,Male,40-44 years
Aberdeen City,2012-2014,Count,38.25,Male,40-44 years
Aberdeen City,2012-2014,Count,41.85,Female,40-44 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,41.47,Female,40-44 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,42.24,Female,40-44 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,34.13,Male,45-49 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,33.36,Male,45-49 years
Aberdeen City,2012-2014,Count,33.74,Male,45-49 years
Aberdeen City,2012-2014,Count,37.11,Female,45-49 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,36.74,Female,45-49 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,37.48,Female,45-49 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,29.64,Male,50-54 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,28.9,Male,50-54 years
Aberdeen City,2012-2014,Count,29.27,Male,50-54 years
Aberdeen City,2012-2014,Count,32.54,Female,50-54 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,32.18,Female,50-54 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,32.91,Female,50-54 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,25.38,Male,55-59 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,24.66,Male,55-59 years
Aberdeen City,2012-2014,Count,25.02,Male,55-59 years
Aberdeen City,2012-2014,Count,28,Female,55-59 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,27.65,Female,55-59 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,28.35,Female,55-59 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,20.47,Male,60-64 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,21.16,Male,60-64 years
Aberdeen City,2012-2014,Count,20.82,Male,60-64 years
Aberdeen City,2012-2014,Count,23.67,Female,60-64 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,23.33,Female,60-64 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,24,Female,60-64 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,17.41,Male,65-69 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,16.75,Male,65-69 years
Aberdeen City,2012-2014,Count,17.08,Male,65-69 years
Aberdeen City,2012-2014,Count,19.59,Female,65-69 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,19.28,Female,65-69 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,19.91,Female,65-69 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,13.85,Male,70-74 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,13.23,Male,70-74 years
Aberdeen City,2012-2014,Count,13.54,Male,70-74 years
Aberdeen City,2012-2014,Count,15.68,Female,70-74 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,15.39,Female,70-74 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,15.98,Female,70-74 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,10.79,Male,75-79 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,10.21,Male,75-79 years
Aberdeen City,2012-2014,Count,10.5,Male,75-79 years
Aberdeen City,2012-2014,Count,12.08,Female,75-79 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,11.81,Female,75-79 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,12.35,Female,75-79 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,8.02,Male,80-84 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,7.45,Male,80-84 years
Aberdeen City,2012-2014,Count,7.73,Male,80-84 years
Aberdeen City,2012-2014,Count,8.94,Female,80-84 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,8.69,Female,80-84 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,9.19,Female,80-84 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,5.94,Male,85-89 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,5.32,Male,85-89 years
Aberdeen City,2012-2014,Count,5.63,Male,85-89 years
Aberdeen City,2012-2014,Count,6.44,Female,85-89 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,6.17,Female,85-89 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,6.7,Female,85-89 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,4.42,Male,90 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,3.52,Male,90 years
Aberdeen City,2012-2014,Count,3.97,Male,90 years
Aberdeen City,2012-2014,Count,4.61,Female,90 years
Aberdeen City,2012-2014,95% Lower Confidence Limit,4.26,Female,90 years
Aberdeen City,2012-2014,95% Upper Confidence Limit,4.95,Female,90 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,77.04,Male,0 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,76.1,Male,0 years
Aberdeen City,2013-2015,Count,76.57,Male,0 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,80.51,Female,0 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,81.39,Female,0 years
Aberdeen City,2013-2015,Count,80.95,Female,0 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,76.39,Male,1-4 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,75.5,Male,1-4 years
Aberdeen City,2013-2015,Count,75.94,Male,1-4 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,79.84,Female,1-4 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,80.67,Female,1-4 years
Aberdeen City,2013-2015,Count,80.26,Female,1-4 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,71.5,Male,5-9 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,72.39,Male,5-9 years
Aberdeen City,2013-2015,Count,71.94,Male,5-9 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,75.89,Female,5-9 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,76.71,Female,5-9 years
Aberdeen City,2013-2015,Count,76.3,Female,5-9 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,66.6,Male,10-14 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,67.47,Male,10-14 years
Aberdeen City,2013-2015,Count,67.03,Male,10-14 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,70.92,Female,10-14 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,71.73,Female,10-14 years
Aberdeen City,2013-2015,Count,71.32,Female,10-14 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,62.51,Male,15-19 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,61.65,Male,15-19 years
Aberdeen City,2013-2015,Count,62.08,Male,15-19 years
Aberdeen City,2013-2015,Count,66.32,Female,15-19 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,65.92,Female,15-19 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,66.73,Female,15-19 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,56.78,Male,20-24 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,57.62,Male,20-24 years
Aberdeen City,2013-2015,Count,57.2,Male,20-24 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,60.97,Female,20-24 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,61.78,Female,20-24 years
Aberdeen City,2013-2015,Count,61.38,Female,20-24 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,51.93,Male,25-29 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,52.76,Male,25-29 years
Aberdeen City,2013-2015,Count,52.34,Male,25-29 years
Aberdeen City,2013-2015,Count,56.42,Female,25-29 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,56.02,Female,25-29 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,56.82,Female,25-29 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,47.08,Male,30-34 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,47.91,Male,30-34 years
Aberdeen City,2013-2015,Count,47.49,Male,30-34 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,51.09,Female,30-34 years
Aberdeen City,2013-2015,Count,51.49,Female,30-34 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,51.89,Female,30-34 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,42.34,Male,35-39 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,43.15,Male,35-39 years
Aberdeen City,2013-2015,Count,42.74,Male,35-39 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,46.23,Female,35-39 years
Aberdeen City,2013-2015,Count,46.63,Female,35-39 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,47.02,Female,35-39 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,37.7,Male,40-44 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,38.49,Male,40-44 years
Aberdeen City,2013-2015,Count,38.1,Male,40-44 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,41.46,Female,40-44 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,42.23,Female,40-44 years
Aberdeen City,2013-2015,Count,41.85,Female,40-44 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,33.33,Male,45-49 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,34.08,Male,45-49 years
Aberdeen City,2013-2015,Count,33.7,Male,45-49 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,36.78,Female,45-49 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,37.53,Female,45-49 years
Aberdeen City,2013-2015,Count,37.15,Female,45-49 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,29.6,Male,50-54 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,28.87,Male,50-54 years
Aberdeen City,2013-2015,Count,29.23,Male,50-54 years
Aberdeen City,2013-2015,Count,32.55,Female,50-54 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,32.19,Female,50-54 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,32.91,Female,50-54 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,24.66,Male,55-59 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,25.36,Male,55-59 years
Aberdeen City,2013-2015,Count,25.01,Male,55-59 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,27.71,Female,55-59 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,28.41,Female,55-59 years
Aberdeen City,2013-2015,Count,28.06,Female,55-59 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,20.47,Male,60-64 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,21.14,Male,60-64 years
Aberdeen City,2013-2015,Count,20.8,Male,60-64 years
Aberdeen City,2013-2015,Count,23.73,Female,60-64 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,23.39,Female,60-64 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,24.06,Female,60-64 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,16.6,Male,65-69 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,17.24,Male,65-69 years
Aberdeen City,2013-2015,Count,16.92,Male,65-69 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,19.3,Female,65-69 years
Aberdeen City,2013-2015,Count,19.61,Female,65-69 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,19.93,Female,65-69 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,13.77,Male,70-74 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,13.16,Male,70-74 years
Aberdeen City,2013-2015,Count,13.46,Male,70-74 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,15.49,Female,70-74 years
Aberdeen City,2013-2015,Count,15.78,Female,70-74 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,16.07,Female,70-74 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,10.12,Male,75-79 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,10.69,Male,75-79 years
Aberdeen City,2013-2015,Count,10.41,Male,75-79 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,11.96,Female,75-79 years
Aberdeen City,2013-2015,Count,12.22,Female,75-79 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,12.48,Female,75-79 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,7.84,Male,80-84 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,7.31,Male,80-84 years
Aberdeen City,2013-2015,Count,7.58,Male,80-84 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,8.68,Female,80-84 years
Aberdeen City,2013-2015,Count,8.92,Female,80-84 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,9.17,Female,80-84 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,5.17,Male,85-89 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,5.74,Male,85-89 years
Aberdeen City,2013-2015,Count,5.46,Male,85-89 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,6.1,Female,85-89 years
Aberdeen City,2013-2015,Count,6.34,Female,85-89 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,6.59,Female,85-89 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,4.13,Male,90 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,3.32,Male,90 years
Aberdeen City,2013-2015,Count,3.73,Male,90 years
Aberdeen City,2013-2015,95% Lower Confidence Limit,4.1,Female,90 years
Aberdeen City,2013-2015,Count,4.42,Female,90 years
Aberdeen City,2013-2015,95% Upper Confidence Limit,4.74,Female,90 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,75.93,Male,0 years
Aberdeen City,2014-2016,Count,76.4,Male,0 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,76.88,Male,0 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,81.28,Female,0 years
Aberdeen City,2014-2016,Count,80.84,Female,0 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,80.4,Female,0 years
Aberdeen City,2014-2016,Count,75.72,Male,1-4 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,75.27,Male,1-4 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,76.17,Male,1-4 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,79.73,Female,1-4 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,80.56,Female,1-4 years
Aberdeen City,2014-2016,Count,80.15,Female,1-4 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,71.29,Male,5-9 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,72.18,Male,5-9 years
Aberdeen City,2014-2016,Count,71.74,Male,5-9 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,75.78,Female,5-9 years
Aberdeen City,2014-2016,Count,76.19,Female,5-9 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,76.6,Female,5-9 years
Aberdeen City,2014-2016,Count,66.86,Male,10-14 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,67.3,Male,10-14 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,66.42,Male,10-14 years
Aberdeen City,2014-2016,Count,71.21,Female,10-14 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,70.8,Female,10-14 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,71.62,Female,10-14 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,62.34,Male,15-19 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,61.48,Male,15-19 years
Aberdeen City,2014-2016,Count,61.91,Male,15-19 years
Aberdeen City,2014-2016,Count,66.21,Female,15-19 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,65.8,Female,15-19 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,66.62,Female,15-19 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,56.59,Male,20-24 years
Aberdeen City,2014-2016,Count,57.01,Male,20-24 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,57.44,Male,20-24 years
Aberdeen City,2014-2016,Count,61.23,Female,20-24 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,60.82,Female,20-24 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,61.64,Female,20-24 years
Aberdeen City,2014-2016,Count,52.2,Male,25-29 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,52.62,Male,25-29 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,51.78,Male,25-29 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,56.68,Female,25-29 years
Aberdeen City,2014-2016,Count,56.27,Female,25-29 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,55.87,Female,25-29 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,46.93,Male,30-34 years
Aberdeen City,2014-2016,Count,47.35,Male,30-34 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,47.77,Male,30-34 years
Aberdeen City,2014-2016,Count,51.32,Female,30-34 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,51.72,Female,30-34 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,50.91,Female,30-34 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,42.99,Male,35-39 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,42.17,Male,35-39 years
Aberdeen City,2014-2016,Count,42.58,Male,35-39 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,46.85,Female,35-39 years
Aberdeen City,2014-2016,Count,46.45,Female,35-39 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,46.05,Female,35-39 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,38.36,Male,40-44 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,37.55,Male,40-44 years
Aberdeen City,2014-2016,Count,37.95,Male,40-44 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,41.35,Female,40-44 years
Aberdeen City,2014-2016,Count,41.74,Female,40-44 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,42.13,Female,40-44 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,33.21,Male,45-49 years
Aberdeen City,2014-2016,Count,33.6,Male,45-49 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,33.98,Male,45-49 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,37.52,Female,45-49 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,36.77,Female,45-49 years
Aberdeen City,2014-2016,Count,37.14,Female,45-49 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,29.59,Male,50-54 years
Aberdeen City,2014-2016,95% Lower Confidence Limit,28.86,Male,50-54 years
Aberdeen City,2014-2016,Count,29.22,Male,50-54 years
Aberdeen City,2014-2016,95% Upper Confidence Limit,32.95,Female,50-54 years
