council_area,drug_name,num_deaths,year
Midlothian,Amphetamines,0,2016
Midlothian,Alcohol,2,2016
Moray,All drug-related deaths,10,2016
Moray,Heroin/Morphine,4,2016
Moray,Methadone,1,2016
Moray,"Heroin/morphine, methadone or bupren-orphine",5,2016
Moray,Codeine,0,2016
Moray,Dihydro-codeine,3,2016
Moray,Any opiate or opioid,7,2016
Moray,Any Benzodiazepine,5,2016
Moray,Diazepam,4,2016
Moray,Cocaine,3,2016
Moray,Ecstasy,1,2016
Moray,Amphetamines,0,2016
Moray,Alcohol,5,2016
Eilean Siar,All drug-related deaths,1,2016
Eilean Siar,Heroin/Morphine,0,2016
Eilean Siar,Methadone,0,2016
Eilean Siar,"Heroin/morphine, methadone or bupren-orphine",0,2016
Eilean Siar,Codeine,0,2016
Eilean Siar,Dihydro-codeine,1,2016
Eilean Siar,Any opiate or opioid,1,2016
Eilean Siar,Any Benzodiazepine,1,2016
Eilean Siar,Diazepam,1,2016
Eilean Siar,Cocaine,1,2016
Eilean Siar,Ecstasy,0,2016
Eilean Siar,Amphetamines,0,2016
Eilean Siar,Alcohol,1,2016
North Ayrshire,All drug-related deaths,32,2016
North Ayrshire,Heroin/Morphine,21,2016
North Ayrshire,Methadone,19,2016
North Ayrshire,"Heroin/morphine, methadone or bupren-orphine",27,2016
North Ayrshire,Codeine,2,2016
North Ayrshire,Dihydro-codeine,7,2016
North Ayrshire,Any opiate or opioid,30,2016
North Ayrshire,Any Benzodiazepine,27,2016
North Ayrshire,Diazepam,14,2016
North Ayrshire,Cocaine,6,2016
North Ayrshire,Ecstasy,0,2016
North Ayrshire,Amphetamines,1,2016
North Ayrshire,Alcohol,10,2016
North Lanarkshire,All drug-related deaths,49,2016
North Lanarkshire,Heroin/Morphine,32,2016
North Lanarkshire,Methadone,18,2016
North Lanarkshire,"Heroin/morphine, methadone or bupren-orphine",36,2016
North Lanarkshire,Codeine,4,2016
North Lanarkshire,Dihydro-codeine,5,2016
North Lanarkshire,Any opiate or opioid,41,2016
North Lanarkshire,Any Benzodiazepine,30,2016
North Lanarkshire,Diazepam,17,2016
North Lanarkshire,Cocaine,13,2016
North Lanarkshire,Ecstasy,2,2016
North Lanarkshire,Amphetamines,0,2016
North Lanarkshire,Alcohol,17,2016
Orkney Islands,All drug-related deaths,1,2016
Orkney Islands,Heroin/Morphine,1,2016
Orkney Islands,Methadone,0,2016
Orkney Islands,"Heroin/morphine, methadone or bupren-orphine",1,2016
Orkney Islands,Codeine,0,2016
Orkney Islands,Dihydro-codeine,0,2016
Orkney Islands,Any opiate or opioid,1,2016
Orkney Islands,Any Benzodiazepine,0,2016
Orkney Islands,Diazepam,0,2016
Orkney Islands,Cocaine,0,2016
Orkney Islands,Ecstasy,0,2016
Orkney Islands,Amphetamines,0,2016
Orkney Islands,Alcohol,0,2016
Perth and Kinross,All drug-related deaths,11,2016
Perth and Kinross,Heroin/Morphine,8,2016
Perth and Kinross,Methadone,3,2016
Perth and Kinross,"Heroin/morphine, methadone or bupren-orphine",8,2016
Perth and Kinross,Codeine,2,2016
Perth and Kinross,Dihydro-codeine,1,2016
Perth and Kinross,Any opiate or opioid,9,2016
Perth and Kinross,Any Benzodiazepine,4,2016
Perth and Kinross,Diazepam,2,2016
Perth and Kinross,Cocaine,0,2016
Perth and Kinross,Ecstasy,1,2016
Perth and Kinross,Amphetamines,0,2016
Perth and Kinross,Alcohol,3,2016
Renfrewshire,All drug-related deaths,42,2016
Renfrewshire,Heroin/Morphine,26,2016
Renfrewshire,Methadone,17,2016
Renfrewshire,"Heroin/morphine, methadone or bupren-orphine",31,2016
Renfrewshire,Codeine,2,2016
Renfrewshire,Dihydro-codeine,4,2016
Renfrewshire,Any opiate or opioid,37,2016
Renfrewshire,Any Benzodiazepine,37,2016
Renfrewshire,Diazepam,16,2016
Renfrewshire,Cocaine,5,2016
Renfrewshire,Ecstasy,3,2016
Renfrewshire,Amphetamines,1,2016
Renfrewshire,Alcohol,15,2016
Scottish Borders,All drug-related deaths,10,2016
Scottish Borders,Heroin/Morphine,6,2016
Scottish Borders,Methadone,2,2016
Scottish Borders,"Heroin/morphine, methadone or bupren-orphine",7,2016
Scottish Borders,Codeine,0,2016
Scottish Borders,Dihydro-codeine,2,2016
Scottish Borders,Any opiate or opioid,9,2016
Scottish Borders,Any Benzodiazepine,8,2016
Scottish Borders,Diazepam,7,2016
Scottish Borders,Cocaine,1,2016
Scottish Borders,Ecstasy,1,2016
Scottish Borders,Amphetamines,1,2016
Scottish Borders,Alcohol,4,2016
Shetland Islands,All drug-related deaths,1,2016
Shetland Islands,Heroin/Morphine,1,2016
Shetland Islands,Methadone,0,2016
Shetland Islands,"Heroin/morphine, methadone or bupren-orphine",1,2016
Shetland Islands,Codeine,0,2016
Shetland Islands,Dihydro-codeine,0,2016
Shetland Islands,Any opiate or opioid,1,2016
Shetland Islands,Any Benzodiazepine,1,2016
Shetland Islands,Diazepam,1,2016
Shetland Islands,Cocaine,0,2016
Shetland Islands,Ecstasy,0,2016
Shetland Islands,Amphetamines,0,2016
Shetland Islands,Alcohol,1,2016
South Ayrshire,All drug-related deaths,24,2016
South Ayrshire,Heroin/Morphine,14,2016
South Ayrshire,Methadone,15,2016
South Ayrshire,"Heroin/morphine, methadone or bupren-orphine",22,2016
South Ayrshire,Codeine,3,2016
South Ayrshire,Dihydro-codeine,3,2016
South Ayrshire,Any opiate or opioid,23,2016
South Ayrshire,Any Benzodiazepine,20,2016
South Ayrshire,Diazepam,9,2016
South Ayrshire,Cocaine,3,2016
South Ayrshire,Ecstasy,0,2016
South Ayrshire,Amphetamines,0,2016
South Ayrshire,Alcohol,6,2016
South Lanarkshire,All drug-related deaths,64,2016
South Lanarkshire,Heroin/Morphine,37,2016
South Lanarkshire,Methadone,24,2016
South Lanarkshire,"Heroin/morphine, methadone or bupren-orphine",50,2016
South Lanarkshire,Codeine,5,2016
South Lanarkshire,Dihydro-codeine,12,2016
South Lanarkshire,Any opiate or opioid,60,2016
South Lanarkshire,Any Benzodiazepine,47,2016
South Lanarkshire,Diazepam,19,2016
South Lanarkshire,Cocaine,12,2016
South Lanarkshire,Ecstasy,1,2016
South Lanarkshire,Amphetamines,3,2016
South Lanarkshire,Alcohol,24,2016
Stirling,All drug-related deaths,9,2016
Stirling,Heroin/Morphine,6,2016
Stirling,Methadone,2,2016
Stirling,"Heroin/morphine, methadone or bupren-orphine",6,2016
Stirling,Codeine,1,2016
Stirling,Dihydro-codeine,1,2016
Stirling,Any opiate or opioid,9,2016
Stirling,Any Benzodiazepine,7,2016
Stirling,Diazepam,4,2016
Stirling,Cocaine,0,2016
Stirling,Ecstasy,0,2016
Stirling,Amphetamines,0,2016
Stirling,Alcohol,7,2016
West Dunbartonshire,All drug-related deaths,13,2016
West Dunbartonshire,Heroin/Morphine,9,2016
West Dunbartonshire,Methadone,1,2016
West Dunbartonshire,"Heroin/morphine, methadone or bupren-orphine",10,2016
West Dunbartonshire,Codeine,1,2016
West Dunbartonshire,Dihydro-codeine,4,2016
West Dunbartonshire,Any opiate or opioid,11,2016
West Dunbartonshire,Any Benzodiazepine,8,2016
West Dunbartonshire,Diazepam,3,2016
West Dunbartonshire,Cocaine,1,2016
West Dunbartonshire,Ecstasy,1,2016
West Dunbartonshire,Amphetamines,0,2016
West Dunbartonshire,Alcohol,3,2016
West Lothian,All drug-related deaths,19,2016
West Lothian,Heroin/Morphine,12,2016
West Lothian,Methadone,5,2016
West Lothian,"Heroin/morphine, methadone or bupren-orphine",14,2016
West Lothian,Codeine,4,2016
West Lothian,Dihydro-codeine,4,2016
West Lothian,Any opiate or opioid,16,2016
West Lothian,Any Benzodiazepine,11,2016
West Lothian,Diazepam,9,2016
West Lothian,Cocaine,2,2016
West Lothian,Ecstasy,3,2016
West Lothian,Amphetamines,3,2016
West Lothian,Alcohol,9,2016
Scotland,All drug-related deaths,934,2017
Scotland,Heroin/Morphine,470,2017
Scotland,Methadone,439,2017
Scotland,"Heroin/morphine, methadone or bupren-orphine",709,2017
Scotland,Codeine,27,2017
Scotland,Dihydro-codeine,97,2017
Scotland,Any opiate or opioid,815,2017
Scotland,Any Benzodiazepine,552,2017
Scotland,Diazepam,205,2017
Scotland,Cocaine,176,2017
Scotland,Ecstasy,27,2017
Scotland,Amphetamines,32,2017
Scotland,Alcohol,90,2017
Aberdeen City,All drug-related deaths,54,2017
Aberdeen City,Heroin/Morphine,28,2017
Aberdeen City,Methadone,38,2017
Aberdeen City,"Heroin/morphine, methadone or bupren-orphine",45,2017
Aberdeen City,Codeine,1,2017
Aberdeen City,Dihydro-codeine,6,2017
Aberdeen City,Any opiate or opioid,49,2017
Aberdeen City,Any Benzodiazepine,41,2017
Aberdeen City,Diazepam,36,2017
Aberdeen City,Cocaine,16,2017
Aberdeen City,Ecstasy,0,2017
Aberdeen City,Amphetamines,1,2017
Aberdeen City,Alcohol,6,2017
Aberdeenshire,All drug-related deaths,24,2017
Aberdeenshire,Heroin/Morphine,10,2017
Aberdeenshire,Methadone,11,2017
Aberdeenshire,"Heroin/morphine, methadone or bupren-orphine",15,2017
Aberdeenshire,Codeine,2,2017
Aberdeenshire,Dihydro-codeine,4,2017
Aberdeenshire,Any opiate or opioid,20,2017
Aberdeenshire,Any Benzodiazepine,11,2017
Aberdeenshire,Diazepam,7,2017
Aberdeenshire,Cocaine,9,2017
Aberdeenshire,Ecstasy,1,2017
Aberdeenshire,Amphetamines,1,2017
Aberdeenshire,Alcohol,2,2017
Angus,All drug-related deaths,18,2017
Angus,Heroin/Morphine,9,2017
Angus,Methadone,9,2017
Angus,"Heroin/morphine, methadone or bupren-orphine",15,2017
Angus,Codeine,1,2017
Angus,Dihydro-codeine,3,2017
Angus,Any opiate or opioid,16,2017
Angus,Any Benzodiazepine,11,2017
Angus,Diazepam,7,2017
Angus,Cocaine,0,2017
Angus,Ecstasy,1,2017
Angus,Amphetamines,0,2017
Angus,Alcohol,3,2017
Argyll and Bute,All drug-related deaths,8,2017
Argyll and Bute,Heroin/Morphine,3,2017
Argyll and Bute,Methadone,0,2017
Argyll and Bute,"Heroin/morphine, methadone or bupren-orphine",4,2017
Argyll and Bute,Codeine,1,2017
Argyll and Bute,Dihydro-codeine,0,2017
Argyll and Bute,Any opiate or opioid,7,2017
Argyll and Bute,Any Benzodiazepine,2,2017
Argyll and Bute,Diazepam,0,2017
Argyll and Bute,Cocaine,1,2017
Argyll and Bute,Ecstasy,1,2017
Argyll and Bute,Amphetamines,0,2017
Argyll and Bute,Alcohol,1,2017
City of Edinburgh,All drug-related deaths,84,2017
City of Edinburgh,Heroin/Morphine,32,2017
City of Edinburgh,Methadone,48,2017
City of Edinburgh,"Heroin/morphine, methadone or bupren-orphine",63,2017
City of Edinburgh,Codeine,2,2017
City of Edinburgh,Dihydro-codeine,10,2017
City of Edinburgh,Any opiate or opioid,70,2017
City of Edinburgh,Any Benzodiazepine,47,2017
City of Edinburgh,Diazepam,30,2017
City of Edinburgh,Cocaine,23,2017
City of Edinburgh,Ecstasy,5,2017
City of Edinburgh,Amphetamines,2,2017
City of Edinburgh,Alcohol,10,2017
Clackmannanshire,All drug-related deaths,5,2017
Clackmannanshire,Heroin/Morphine,2,2017
Clackmannanshire,Methadone,2,2017
Clackmannanshire,"Heroin/morphine, methadone or bupren-orphine",3,2017
Clackmannanshire,Codeine,0,2017
Clackmannanshire,Dihydro-codeine,1,2017
Clackmannanshire,Any opiate or opioid,5,2017
Clackmannanshire,Any Benzodiazepine,3,2017
Clackmannanshire,Diazepam,0,2017
Clackmannanshire,Cocaine,0,2017
Clackmannanshire,Ecstasy,0,2017
Clackmannanshire,Amphetamines,0,2017
Clackmannanshire,Alcohol,0,2017
Dumfries and Galloway,All drug-related deaths,22,2017
Dumfries and Galloway,Heroin/Morphine,14,2017
Dumfries and Galloway,Methadone,11,2017
Dumfries and Galloway,"Heroin/morphine, methadone or bupren-orphine",20,2017
Dumfries and Galloway,Codeine,1,2017
Dumfries and Galloway,Dihydro-codeine,1,2017
Dumfries and Galloway,Any opiate or opioid,22,2017
Dumfries and Galloway,Any Benzodiazepine,6,2017
Dumfries and Galloway,Diazepam,4,2017
Dumfries and Galloway,Cocaine,2,2017
Dumfries and Galloway,Ecstasy,1,2017
Dumfries and Galloway,Amphetamines,0,2017
Dumfries and Galloway,Alcohol,4,2017
Dundee City,All drug-related deaths,57,2017
Dundee City,Heroin/Morphine,42,2017
Dundee City,Methadone,27,2017
Dundee City,"Heroin/morphine, methadone or bupren-orphine",51,2017
Dundee City,Codeine,1,2017
Dundee City,Dihydro-codeine,4,2017
Dundee City,Any opiate or opioid,53,2017
Dundee City,Any Benzodiazepine,44,2017
Dundee City,Diazepam,17,2017
Dundee City,Cocaine,7,2017
Dundee City,Ecstasy,0,2017
Dundee City,Amphetamines,0,2017
Dundee City,Alcohol,5,2017
East Ayrshire,All drug-related deaths,24,2017
East Ayrshire,Heroin/Morphine,14,2017
East Ayrshire,Methadone,15,2017
East Ayrshire,"Heroin/morphine, methadone or bupren-orphine",22,2017
East Ayrshire,Codeine,0,2017
East Ayrshire,Dihydro-codeine,0,2017
East Ayrshire,Any opiate or opioid,22,2017
East Ayrshire,Any Benzodiazepine,16,2017
East Ayrshire,Diazepam,0,2017
East Ayrshire,Cocaine,5,2017
East Ayrshire,Ecstasy,0,2017
East Ayrshire,Amphetamines,0,2017
East Ayrshire,Alcohol,0,2017
East Dunbartonshire,All drug-related deaths,8,2017
East Dunbartonshire,Heroin/Morphine,3,2017
East Dunbartonshire,Methadone,2,2017
East Dunbartonshire,"Heroin/morphine, methadone or bupren-orphine",4,2017
East Dunbartonshire,Codeine,0,2017
East Dunbartonshire,Dihydro-codeine,0,2017
East Dunbartonshire,Any opiate or opioid,5,2017
East Dunbartonshire,Any Benzodiazepine,3,2017
East Dunbartonshire,Diazepam,0,2017
East Dunbartonshire,Cocaine,3,2017
East Dunbartonshire,Ecstasy,0,2017
East Dunbartonshire,Amphetamines,1,2017
East Dunbartonshire,Alcohol,2,2017
East Lothian,All drug-related deaths,12,2017
East Lothian,Heroin/Morphine,6,2017
East Lothian,Methadone,2,2017
East Lothian,"Heroin/morphine, methadone or bupren-orphine",9,2017
East Lothian,Codeine,2,2017
East Lothian,Dihydro-codeine,2,2017
East Lothian,Any opiate or opioid,11,2017
East Lothian,Any Benzodiazepine,3,2017
East Lothian,Diazepam,2,2017
East Lothian,Cocaine,2,2017
East Lothian,Ecstasy,2,2017
East Lothian,Amphetamines,1,2017
East Lothian,Alcohol,2,2017
East Renfrewshire,All drug-related deaths,4,2017
East Renfrewshire,Heroin/Morphine,0,2017
East Renfrewshire,Methadone,2,2017
East Renfrewshire,"Heroin/morphine, methadone or bupren-orphine",2,2017
East Renfrewshire,Codeine,1,2017
East Renfrewshire,Dihydro-codeine,0,2017
East Renfrewshire,Any opiate or opioid,3,2017
East Renfrewshire,Any Benzodiazepine,2,2017
East Renfrewshire,Diazepam,0,2017
East Renfrewshire,Cocaine,1,2017
East Renfrewshire,Ecstasy,0,2017
East Renfrewshire,Amphetamines,1,2017
East Renfrewshire,Alcohol,0,2017
Falkirk,All drug-related deaths,16,2017
Falkirk,Heroin/Morphine,9,2017
Falkirk,Methadone,11,2017
Falkirk,"Heroin/morphine, methadone or bupren-orphine",13,2017
Falkirk,Codeine,0,2017
Falkirk,Dihydro-codeine,4,2017
Falkirk,Any opiate or opioid,15,2017
Falkirk,Any Benzodiazepine,9,2017
Falkirk,Diazepam,3,2017
Falkirk,Cocaine,5,2017
Falkirk,Ecstasy,0,2017
Falkirk,Amphetamines,0,2017
Falkirk,Alcohol,1,2017
Fife,All drug-related deaths,66,2017
Fife,Heroin/Morphine,41,2017
Fife,Methadone,30,2017
Fife,"Heroin/morphine, methadone or bupren-orphine",53,2017
Fife,Codeine,2,2017
Fife,Dihydro-codeine,6,2017
Fife,Any opiate or opioid,62,2017
Fife,Any Benzodiazepine,39,2017
Fife,Diazepam,28,2017
Fife,Cocaine,8,2017
Fife,Ecstasy,4,2017
Fife,Amphetamines,2,2017
Fife,Alcohol,2,2017
Glasgow City,All drug-related deaths,192,2017
Glasgow City,Heroin/Morphine,91,2017
Glasgow City,Methadone,95,2017
Glasgow City,"Heroin/morphine, methadone or bupren-orphine",150,2017
Glasgow City,Codeine,6,2017
Glasgow City,Dihydro-codeine,12,2017
Glasgow City,Any opiate or opioid,168,2017
Glasgow City,Any Benzodiazepine,121,2017
Glasgow City,Diazepam,8,2017
Glasgow City,Cocaine,25,2017
Glasgow City,Ecstasy,2,2017
Glasgow City,Amphetamines,8,2017
Glasgow City,Alcohol,21,2017
Highland,All drug-related deaths,24,2017
Highland,Heroin/Morphine,10,2017
Highland,Methadone,10,2017
Highland,"Heroin/morphine, methadone or bupren-orphine",17,2017
Highland,Codeine,0,2017
Highland,Dihydro-codeine,7,2017
Highland,Any opiate or opioid,22,2017
Highland,Any Benzodiazepine,17,2017
Highland,Diazepam,10,2017
Highland,Cocaine,3,2017
Highland,Ecstasy,1,2017
Highland,Amphetamines,1,2017
Highland,Alcohol,1,2017
Inverclyde,All drug-related deaths,23,2017
Inverclyde,Heroin/Morphine,9,2017
Inverclyde,Methadone,13,2017
Inverclyde,"Heroin/morphine, methadone or bupren-orphine",16,2017
Inverclyde,Codeine,1,2017
Inverclyde,Dihydro-codeine,1,2017
Inverclyde,Any opiate or opioid,19,2017
Inverclyde,Any Benzodiazepine,13,2017
Inverclyde,Diazepam,1,2017
Inverclyde,Cocaine,4,2017
Inverclyde,Ecstasy,1,2017
Inverclyde,Amphetamines,1,2017
Inverclyde,Alcohol,3,2017
Midlothian,All drug-related deaths,19,2017
Midlothian,Heroin/Morphine,6,2017
Midlothian,Methadone,8,2017
Midlothian,"Heroin/morphine, methadone or bupren-orphine",12,2017
Midlothian,Codeine,0,2017
Midlothian,Dihydro-codeine,6,2017
Midlothian,Any opiate or opioid,15,2017
Midlothian,Any Benzodiazepine,9,2017
Midlothian,Diazepam,6,2017
Midlothian,Cocaine,5,2017
Midlothian,Ecstasy,1,2017
Midlothian,Amphetamines,2,2017
Midlothian,Alcohol,0,2017
Moray,All drug-related deaths,7,2017
Moray,Heroin/Morphine,3,2017
Moray,Methadone,4,2017
Moray,"Heroin/morphine, methadone or bupren-orphine",5,2017
Moray,Codeine,0,2017
Moray,Dihydro-codeine,1,2017
Moray,Any opiate or opioid,6,2017
Moray,Any Benzodiazepine,6,2017
Moray,Diazepam,5,2017
Moray,Cocaine,1,2017
Moray,Ecstasy,0,2017
Moray,Amphetamines,0,2017
Moray,Alcohol,3,2017
Eilean Siar,All drug-related deaths,3,2017
Eilean Siar,Heroin/Morphine,0,2017
Eilean Siar,Methadone,0,2017
Eilean Siar,"Heroin/morphine, methadone or bupren-orphine",0,2017
Eilean Siar,Codeine,0,2017
Eilean Siar,Dihydro-codeine,0,2017
Eilean Siar,Any opiate or opioid,0,2017
Eilean Siar,Any Benzodiazepine,1,2017
Eilean Siar,Diazepam,1,2017
Eilean Siar,Cocaine,0,2017
Eilean Siar,Ecstasy,0,2017
Eilean Siar,Amphetamines,0,2017
Eilean Siar,Alcohol,1,2017
North Ayrshire,All drug-related deaths,25,2017
North Ayrshire,Heroin/Morphine,15,2017
North Ayrshire,Methadone,15,2017
North Ayrshire,"Heroin/morphine, methadone or bupren-orphine",19,2017
North Ayrshire,Codeine,1,2017
North Ayrshire,Dihydro-codeine,3,2017
North Ayrshire,Any opiate or opioid,22,2017
North Ayrshire,Any Benzodiazepine,14,2017
North Ayrshire,Diazepam,3,2017
North Ayrshire,Cocaine,4,2017
North Ayrshire,Ecstasy,0,2017
North Ayrshire,Amphetamines,2,2017
North Ayrshire,Alcohol,2,2017
North Lanarkshire,All drug-related deaths,53,2017
North Lanarkshire,Heroin/Morphine,26,2017
North Lanarkshire,Methadone,12,2017
North Lanarkshire,"Heroin/morphine, methadone or bupren-orphine",31,2017
North Lanarkshire,Codeine,3,2017
North Lanarkshire,Dihydro-codeine,5,2017
North Lanarkshire,Any opiate or opioid,44,2017
North Lanarkshire,Any Benzodiazepine,18,2017
North Lanarkshire,Diazepam,5,2017
North Lanarkshire,Cocaine,16,2017
North Lanarkshire,Ecstasy,3,2017
North Lanarkshire,Amphetamines,1,2017
North Lanarkshire,Alcohol,4,2017
Orkney Islands,All drug-related deaths,1,2017
Orkney Islands,Heroin/Morphine,1,2017
Orkney Islands,Methadone,0,2017
Orkney Islands,"Heroin/morphine, methadone or bupren-orphine",1,2017
Orkney Islands,Codeine,0,2017
Orkney Islands,Dihydro-codeine,0,2017
Orkney Islands,Any opiate or opioid,1,2017
Orkney Islands,Any Benzodiazepine,1,2017
Orkney Islands,Diazepam,1,2017
Orkney Islands,Cocaine,1,2017
Orkney Islands,Ecstasy,1,2017
Orkney Islands,Amphetamines,0,2017
Orkney Islands,Alcohol,0,2017
Perth and Kinross,All drug-related deaths,19,2017
Perth and Kinross,Heroin/Morphine,11,2017
Perth and Kinross,Methadone,6,2017
Perth and Kinross,"Heroin/morphine, methadone or bupren-orphine",13,2017
Perth and Kinross,Codeine,0,2017
Perth and Kinross,Dihydro-codeine,2,2017
Perth and Kinross,Any opiate or opioid,14,2017
Perth and Kinross,Any Benzodiazepine,10,2017
Perth and Kinross,Diazepam,8,2017
Perth and Kinross,Cocaine,2,2017
Perth and Kinross,Ecstasy,0,2017
Perth and Kinross,Amphetamines,0,2017
Perth and Kinross,Alcohol,2,2017
Renfrewshire,All drug-related deaths,38,2017
Renfrewshire,Heroin/Morphine,18,2017
Renfrewshire,Methadone,19,2017
Renfrewshire,"Heroin/morphine, methadone or bupren-orphine",30,2017
Renfrewshire,Codeine,0,2017
Renfrewshire,Dihydro-codeine,3,2017
Renfrewshire,Any opiate or opioid,33,2017
Renfrewshire,Any Benzodiazepine,29,2017
Renfrewshire,Diazepam,4,2017
Renfrewshire,Cocaine,12,2017
Renfrewshire,Ecstasy,1,2017
Renfrewshire,Amphetamines,3,2017
Renfrewshire,Alcohol,5,2017
Scottish Borders,All drug-related deaths,13,2017
Scottish Borders,Heroin/Morphine,9,2017
Scottish Borders,Methadone,6,2017
Scottish Borders,"Heroin/morphine, methadone or bupren-orphine",10,2017
Scottish Borders,Codeine,0,2017
Scottish Borders,Dihydro-codeine,3,2017
Scottish Borders,Any opiate or opioid,11,2017
Scottish Borders,Any Benzodiazepine,7,2017
Scottish Borders,Diazepam,5,2017
Scottish Borders,Cocaine,3,2017
Scottish Borders,Ecstasy,0,2017
Scottish Borders,Amphetamines,0,2017
Scottish Borders,Alcohol,1,2017
Shetland Islands,All drug-related deaths,2,2017
Shetland Islands,Heroin/Morphine,1,2017
Shetland Islands,Methadone,1,2017
Shetland Islands,"Heroin/morphine, methadone or bupren-orphine",2,2017
Shetland Islands,Codeine,0,2017
Shetland Islands,Dihydro-codeine,0,2017
Shetland Islands,Any opiate or opioid,2,2017
Shetland Islands,Any Benzodiazepine,1,2017
Shetland Islands,Diazepam,1,2017
Shetland Islands,Cocaine,0,2017
Shetland Islands,Ecstasy,0,2017
Shetland Islands,Amphetamines,0,2017
Shetland Islands,Alcohol,1,2017
South Ayrshire,All drug-related deaths,12,2017
South Ayrshire,Heroin/Morphine,4,2017
South Ayrshire,Methadone,5,2017
South Ayrshire,"Heroin/morphine, methadone or bupren-orphine",9,2017
South Ayrshire,Codeine,0,2017
South Ayrshire,Dihydro-codeine,0,2017
South Ayrshire,Any opiate or opioid,9,2017
South Ayrshire,Any Benzodiazepine,6,2017
South Ayrshire,Diazepam,0,2017
South Ayrshire,Cocaine,3,2017
South Ayrshire,Ecstasy,0,2017
South Ayrshire,Amphetamines,1,2017
South Ayrshire,Alcohol,2,2017
South Lanarkshire,All drug-related deaths,49,2017
South Lanarkshire,Heroin/Morphine,23,2017
South Lanarkshire,Methadone,19,2017
South Lanarkshire,"Heroin/morphine, methadone or bupren-orphine",35,2017
South Lanarkshire,Codeine,1,2017
South Lanarkshire,Dihydro-codeine,6,2017
South Lanarkshire,Any opiate or opioid,43,2017
South Lanarkshire,Any Benzodiazepine,33,2017
South Lanarkshire,Diazepam,0,2017
South Lanarkshire,Cocaine,5,2017
South Lanarkshire,Ecstasy,1,2017
South Lanarkshire,Amphetamines,1,2017
South Lanarkshire,Alcohol,3,2017
Stirling,All drug-related deaths,15,2017
Stirling,Heroin/Morphine,8,2017
Stirling,Methadone,8,2017
Stirling,"Heroin/morphine, methadone or bupren-orphine",12,2017
Stirling,Codeine,0,2017
Stirling,Dihydro-codeine,6,2017
Stirling,Any opiate or opioid,15,2017
Stirling,Any Benzodiazepine,10,2017
Stirling,Diazepam,6,2017
Stirling,Cocaine,2,2017
Stirling,Ecstasy,0,2017
Stirling,Amphetamines,0,2017
Stirling,Alcohol,0,2017
West Dunbartonshire,All drug-related deaths,15,2017
West Dunbartonshire,Heroin/Morphine,12,2017
West Dunbartonshire,Methadone,6,2017
West Dunbartonshire,"Heroin/morphine, methadone or bupren-orphine",14,2017
West Dunbartonshire,Codeine,0,2017
West Dunbartonshire,Dihydro-codeine,0,2017
West Dunbartonshire,Any opiate or opioid,14,2017
West Dunbartonshire,Any Benzodiazepine,12,2017
West Dunbartonshire,Diazepam,3,2017
West Dunbartonshire,Cocaine,3,2017
West Dunbartonshire,Ecstasy,1,2017
West Dunbartonshire,Amphetamines,1,2017
West Dunbartonshire,Alcohol,1,2017
West Lothian,All drug-related deaths,22,2017
West Lothian,Heroin/Morphine,10,2017
West Lothian,Methadone,4,2017
West Lothian,"Heroin/morphine, methadone or bupren-orphine",14,2017
West Lothian,Codeine,1,2017
West Lothian,Dihydro-codeine,1,2017
West Lothian,Any opiate or opioid,17,2017
West Lothian,Any Benzodiazepine,7,2017
West Lothian,Diazepam,4,2017
West Lothian,Cocaine,5,2017
West Lothian,Ecstasy,0,2017
West Lothian,Amphetamines,2,2017
West Lothian,Alcohol,2,2017
Scotland,All drug-related deaths,1187,2018
Scotland,Heroin/Morphine,537,2018
Scotland,Methadone,560,2018
Scotland,"Heroin/morphine, methadone or bupren-orphine",896,2018
Scotland,Codeine,57,2018
Scotland,Dihydro-codeine,133,2018
Scotland,Any opiate or opioid,1021,2018
Scotland,Any Benzodiazepine,792,2018
Scotland,Any Prescribable Benzodiazepine,238,2018
Scotland,Diazepam,211,2018
Scotland,Any Street Benzodiazepine,675,2018
Scotland,Etizolam,548,2018
Scotland,Gabapentin and/or Pregabalin,367,2018
Scotland,Cocaine,273,2018
Scotland,Ecstasy,35,2018
Scotland,Amphetamines,46,2018
Scotland,Alcohol,156,2018
Aberdeen City,All drug-related deaths,52,2018
Aberdeen City,Heroin/Morphine,23,2018
Aberdeen City,Methadone,31,2018
Aberdeen City,"Heroin/morphine, methadone or bupren-orphine",40,2018
Aberdeen City,Codeine,2,2018
Aberdeen City,Dihydro-codeine,8,2018
Aberdeen City,Any opiate or opioid,46,2018
Aberdeen City,Any Benzodiazepine,31,2018
Aberdeen City,Any Prescribable Benzodiazepine,24,2018
Aberdeen City,Diazepam,21,2018
Aberdeen City,Any Street Benzodiazepine,20,2018
Aberdeen City,Etizolam,3,2018
Aberdeen City,Gabapentin and/or Pregabalin,18,2018
Aberdeen City,Cocaine,25,2018
Aberdeen City,Ecstasy,1,2018
Aberdeen City,Amphetamines,0,2018
Aberdeen City,Alcohol,3,2018
Aberdeenshire,All drug-related deaths,23,2018
Aberdeenshire,Heroin/Morphine,8,2018
Aberdeenshire,Methadone,11,2018
Aberdeenshire,"Heroin/morphine, methadone or bupren-orphine",15,2018
Aberdeenshire,Codeine,2,2018
Aberdeenshire,Dihydro-codeine,3,2018
Aberdeenshire,Any opiate or opioid,18,2018
Aberdeenshire,Any Benzodiazepine,14,2018
